1	2	74.54
1	3	-114.8
1	4	-115.7
1	5	644.6
1	6	329.6
1	7	310.7
1	8	1300.0
1	9	2255.0
1	10	472.6
1	11	158.1
1	12	383
1	13	139.4
1	14	972.4
1	15	662.1
1	16	42.14
1	17	-243.9
1	18	7.5
1	19	-5.55
1	20	924.8
1	21	696.8
1	22	902.2
1	23	556.7
1	24	575.7
1	25	527.5
1	26	269.2
1	27	-300.0
1	28	-63.6
1	29	928.3
1	30	331.0
1	31	561.4
1	32	956.5
2	3	340.7
2	4	4102.0
2	5	724.4
2	6	1731.0
2	7	1731.0
2	8	896.0
2	10	343.7
2	11	-214.7
2	13	1647.0
2	14	-577.5
2	15	289.3
2	16	99.61
2	17	337.1
2	18	4583.0
2	19	5831.0
2	21	405.9
2	23	425.7
2	29	500.7
2	30	115.4
2	31	784.4
2	32	265.4
3	4	167.0
3	5	703.9
3	6	511.5
3	7	577.3
3	8	859.4
3	9	1649.0
3	10	593.7
3	11	362.3
3	12	31.14
3	13	461.8
3	14	6.0
3	15	32.14
3	16	-18.81
3	18	-231.9
3	19	3000.0
3	20	-878.1
3	21	29.13
3	22	1.64
3	23	-1.77
3	24	-11.19
3	25	358.9
3	26	363.5
3	27	-578.2
3	29	364.2
3	30	-58.10
3	31	21.97
3	32	84.16
4	5	4000.0
4	6	136.6
4	7	906.8
4	8	5695.0
4	9	292.6
4	10	916.7
4	11	1218
4	12	715.6
4	13	339.1
4	14	5688.0
4	15	213.1
4	16	-114.1
4	18	-12.14
4	19	-141.3
4	20	-107.3
4	21	1208.0
4	22	689.6
4	23	3629.0
4	24	-175.6
4	25	337.7
4	26	1023.0
4	27	-390.7
4	31	238.0
4	32	132.2
5	6	937.3
5	7	991.3
5	8	28.73
5	9	-195.5
5	10	67.07
5	11	1409.0
5	12	-140.3
5	13	-104.0
5	14	195.6
5	15	262.5
5	16	62.05
5	17	272.2
5	18	-61.57
5	19	-41.75
5	20	-597.1
5	21	-189.3
5	22	-348.2
5	23	-30.70
5	24	-159.0
5	25	536.6
5	26	53.37
5	27	183.3
5	28	-44.44
6	8	-61.29
6	9	-153.2
6	10	-47.41
6	11	-344.1
6	12	299.3
6	13	244.4
6	14	19.57
6	15	1970.0
6	16	-166.4
6	17	128.6
6	18	1544.0
6	19	224.6
6	23	150.8
7	8	5.89
7	9	-153.2
7	10	353.8
7	11	-338.6
7	12	-241.8
7	13	-57.98
