CASRN	Tb
54004-41-0	465.15
54009-81-3	423.15
5405-13-0	575.65
5405-15-2	592.15
5405-17-4	585.15
5405-41-4	450.65
5405-79-8	419.15
5406-12-2	496.15
5407-87-4	508.15
5407-98-7	533.15
5408-57-1	455.65
5408-86-6	434.15
541-01-5	559.94
541-02-6	484.1
541-05-9	408.26
541-09-3	548.15
541-25-3	466.45
541-28-6	421.35
541-31-1	391.5
541-33-3	386.95
541-35-5	489.15
541-41-3	366
541-42-4	313.15
541-46-8	499.15
541-47-9	468.15
541-58-2	419.15
541-73-1	446.23
541-85-5	430.39
541-88-8	476.15
541-91-3	602.15
54105-66-7	586.26
54105-76-9	469.65
5411-08-5	443.15
5411-50-7	569.15
5412-92-0	556.15
54131-44-1	468.15
5416-74-0	458.4
5416-94-4	508.15
54166-24-4	506.15
54166-32-4	449.15
5417-32-3	399.15
5419-55-6	413.15
542-08-5	459.15
542-10-9	442.15
542-18-7	415.15
542-28-9	492.15
542-37-0	446.65
542-46-1	616.15
542-52-9	480.15
542-54-1	427.15
542-55-2	371.22
542-56-3	340.15
542-58-5	418.15
542-59-6	461.15
542-62-1	315.65
542-69-8	403.68
542-75-6	380.65
542-76-7	448.65
542-81-4	413.15
542-85-8	404.65
542-88-1	378
542-90-5	419.15
542-91-6	330.15
542-92-7	314.65
5422-88-8	409.15
5423-12-1	408.15
5424-19-1	586.1
5424-21-5	492.15
54244-90-5	463.15
54265-17-7	390.15
54268-02-9	523.15
543-20-4	466.45
543-27-1	401.95
543-28-2	480.15
543-29-3	396.55
543-49-7	432.35
543-59-9	381.54
543-67-9	321.15
543-75-9	367.25
543-82-8	428.15
543-86-2	493.15
543-87-3	421.15
54305-87-2	436.65
5432-61-1	543.15
5432-85-9	487.15
5433-01-2	482.2
54334-64-4	536.15
5434-27-5	456.15
5434-57-1	479.45
5436-21-5	451.15
54363-49-4	349.15
5437-45-6	441.15
544-00-3	461.15
544-01-4	445.65
544-02-5	489.2
544-10-5	408.24
544-13-8	559.15
544-16-1	351.15
544-25-2	388.65
544-40-1	455.15
544-63-8	599.35
544-76-3	560.01
544-77-4	630.15
544-85-4	738.85
544-97-8	319.15
54406-48-3	568.65
5441-02-1	393.65
5441-51-0	466.15
5441-52-1	460.15
54410-69-4	493.15
54411-01-7	490.65
5445-17-0	417.15
5445-31-8	473
54454-10-3	430.65
54460-96-7	461.15
5447-97-2	426.15
54484-63-8	486.65
545-06-2	358.85
545-55-1	363.65
54505-72-5	471.15
5451-80-9	518.35
5451-85-4	534.75
54512-75-3	484.15
54518-00-2	492.16
5452-35-7	327.15
5452-37-9	463.15
5452-75-5	484.15
54527-68-3	471.15
5453-66-7	420.15
5454-28-4	499.35
5454-79-5	446.15
54549-80-3	411.15
5455-24-3	441.15
5458-54-8	543.55
5459-58-5	504.15
5459-93-8	437.15
546-43-0	548.15
546-68-9	503.15
546-80-5	476.15
5461-51-8	537.15
5461-85-8	348.15
54616-49-8	386.15
5462-06-6	383.65
54630-50-1	445.05
54634-49-0	271.15
5464-28-8	431.15
5465-09-8	460.15
54653-26-8	443.15
54653-27-9	440.15
54653-28-0	383.15
54653-29-1	385.15
54653-30-4	385.15
5466-77-3	471.15
5469-19-2	507.15
5469-26-1	464.15
547-63-7	365.45
547-64-8	417.95
5470-02-0	424.65
5470-28-0	588.15
5470-66-6	377.15
5472-13-9	596.15
54731-72-5	467.15
54749-90-5	392.45
54773-20-5	446.65
54813-77-3	497.15
54819-86-2	457.15
54833-30-6	580.15
54833-31-7	598.15
54833-34-0	579.15
54837-90-0	508.15
54852-73-2	578.15
5486-77-1	474.15
54889-55-3	565.25
54890-00-5	566.12
54890-02-7	575.35
54922-86-0	444.45
5493-45-8	398.15
54934-90-6	559.15
54934-91-7	556.71
55-18-5	450.05
55-21-0	563.15
55-38-9	652.77
55-63-0	523
55-91-4	426.51
55-93-6	421.65
550-44-7	559.15
550-60-7	388.15
550-90-3	464.65
5500-21-0	408.25
5502-88-5	447.65
5503-12-8	511.15
55030-20-1	593.15
55030-21-2	589.3
55030-56-3	423.15
5507-44-8	406.15
55073-86-4	443.15
551-62-2	367.45
551-76-8	538.15
551-88-2	425.15
551-93-9	524.15
5510-99-6	530.65
55102-44-8	397.65
55107-14-7	460.15
55116-09-1	459.15
55117-15-2	482.15
55124-14-6	191.75
55156-16-6	390.65
55179-31-2	349.65
5518-62-7	382.15
5519-42-6	506.15
552-30-7	663
552-45-4	471.15
552-70-5	519.15
552-82-9	566.65
552-89-6	426.15
55204-93-8	511.15
5524-05-0	360.65
55255-57-7	634.15
55257-88-0	476.65
55268-63-8	676.15
55285-05-7	446.65
55285-14-8	399.15
55289-36-6	524.2
55299-24-6	432.65
553-26-4	578.15
553-27-5	437.15
553-82-2	505.15
553-86-6	522.15
553-90-2	436.65
553-94-6	472.15
55304-75-1	468.15
55309-14-3	448.65
55334-08-2	679.15
55345-04-5	317.15
5536-17-4	532.15
55380-34-2	370.34
55398-24-8	570.25
554-00-7	518.15
554-12-1	352.6
554-14-3	385.71
554-21-2	545.65
554-61-0	440.65
554-70-1	402.15
554-76-7	431.15
55499-04-2	473.15
555-03-3	531.15
555-10-2	447.15
555-31-7	408.15
555-65-7	417.65
55505-23-2	430.15
55505-24-3	460.15
55556-88-2	355.65
55556-91-7	392.15
55556-92-8	465.65
5556-57-0	561.15
55566-30-8	384.25
5558-29-2	519.15
5558-31-6	537.15
5558-78-1	528.15
556-24-1	389.15
556-52-5	433.65
556-56-9	375.16
556-61-6	392.15
556-64-9	406.05
556-67-2	448.15
556-68-3	563.15
556-69-4	583.6
556-82-1	413.15
556-96-7	477.15
55611-39-7	430.65
55620-97-8	511.15
5563-78-0	490.65
557-00-6	429.65
557-17-5	312.2
557-18-6	345.55
557-20-0	391.15
557-25-5	553.15
557-31-3	340.75
557-34-6	1181.15
557-40-4	367.15
557-66-4	832.6
557-68-6	412.65
557-89-1	382.15
557-91-5	381.15
557-93-7	321.55
557-98-2	295.8
557-99-3	293.95
55719-85-2	543.15
5574-97-0	373.15
55757-34-1	421.15
55757-46-5	487.15
55764-18-6	478.15
55764-23-3	449.15
55764-25-5	503.15
558-13-4	462.65
558-17-8	373.16
558-20-3	112.15
558-25-8	396.65
558-30-5	324.65
558-37-2	314.39
558-42-9	401.65
558-43-0	451.15
5582-62-7	383.55
5582-82-1	434.15
55837-27-9	526.15
5585-67-1	413.15
5587-63-3	528.65
5587-79-1	462.15
55870-36-5	460.15
55877-01-5	531.15
5589-96-8	488.15
559-40-0	300.15
5593-70-4	585.15
55936-75-9	392.15
5597-89-7	405.15
56-23-5	349.79
56-33-7	565.15
56-35-9	453.15
56-38-2	648.15
56-49-5	645.75
56-55-3	710.75
56-82-6	423.15
56-86-0	591
56-87-1	615
560-21-4	387.92
560-22-5	378.15
560-23-6	381.46
560-95-2	300.26
56011-02-0	530.15
5609-09-6	427.15
56090-02-9	325.65
56103-67-4	556.15
56105-46-5	393.15
56106-37-7	526.15
56107-02-9	508.15
5613-68-3	376.65
5614-32-4	383.65
5617-41-4	518.06
5617-42-5	497.3
56175-44-1	420.15
562-49-2	359.21
562-74-3	482.15
56239-24-8	388.75
56245-02-4	550.65
56298-90-9	444.75
563-16-6	385.12
563-25-7	421.85
563-43-9	467.15
563-45-1	293.21
563-46-2	304.31
563-47-3	345.35
563-52-0	337.15
563-54-2	348.15
563-57-5	357.55
563-58-6	349.65
563-70-2	422.15
563-76-8	426.25
563-78-0	328.76
563-79-1	346.35
563-80-4	367.55
563-83-7	490.15
563-84-8	412.15
5632-47-3	247.15
5634-22-0	711.15
5634-30-0	584.06
5636-65-7	490.15
5637-83-2	304.65
5638-26-6	429.15
5638-76-6	386.65
56392-13-3	595.15
564-00-1	411.15
564-02-3	382.99
564-03-4	377.15
564-04-5	398.15
564-94-3	493.65
56411-66-6	355.95
56425-91-3	537.15
56456-47-4	325.15
5648-29-3	413.75
5649-36-5	546.2
565-53-7	446.15
565-59-3	362.93
565-60-6	407.36
565-61-7	390.55
565-62-8	411.2
565-63-9	458.15
565-64-0	483.15
565-67-3	399.66
565-69-5	386.55
565-74-2	503.15
565-75-3	386.62
565-76-4	381.15
565-77-5	389.41
565-78-6	405.15
565-80-0	397.55
5650-40-8	524.15
5650-75-9	487.15
56523-26-3	438.65
5653-21-4	298.85
56535-63-8	389.65
56539-66-3	447.15
5655-61-8	496.65
56586-13-1	514.65
566-48-3	415.65
56614-97-2	469.15
56622-38-9	419.45
5665-74-7	464.15
5665-94-1	548.15
56651-58-2	499.15
56654-53-6	534.15
5666-17-1	336.5
5666-21-7	385.15
5668-93-9	559.11
56688-75-6	377.15
5669-09-0	444.45
56713-63-4	486.65
5675-22-9	366.15
5675-57-0	403.65
5676-58-4	491.65
568-70-7	441.65
568-75-2	449.65
56800-09-0	399.15
56816-01-4	454.15
5683-33-0	469.15
5683-44-3	484.65
5685-47-2	375.5
5689-04-3	498.15
56892-33-2	511.15
569-41-5	543.15
569-65-3	503.15
56911-77-4	591.65
56920-82-2	463.15
56961-32-1	542.65
56961-60-5	450.15
56961-77-4	518.15
56961-82-1	551.15
56961-84-3	530.15
56961-86-5	503.15
56962-04-0	529.15
56962-07-3	602.15
57-06-7	425.15
57-10-3	624.65
57-13-6	465
57-14-7	337.05
57-15-8	440.15
57-39-6	364.15
57-48-7	377.15
57-55-6	460.75
57-57-8	435.15
57-71-6	458.65
570-08-1	505.15
57018-52-7	417.15
5703-26-4	528.65
5704-20-1	425.65
57041-67-5	296.5
5707-44-8	556.15
57090-45-6	486.15
57094-91-4	780.15
571-58-4	540.46
571-61-9	538.16
57117-24-5	355.15
57124-87-5	443.15
57129-69-8	479.15
5715-02-6	526.15
5715-23-1	462.15
57150-66-0	526.65
57229-41-1	567.15
57233-31-5	454.15
57246-89-6	458.55
57253-29-9	397.15
57253-30-2	397.15
5728-20-1	430.65
57296-00-1	568.15
573-26-2	533.15
573-97-7	403.15
573-98-8	539.46
57303-85-2	382.15
57323-93-0	436.15
5736-85-6	402.15
5736-89-0	445.15
57377-32-9	562.15
57386-83-1	516.65
57392-55-9	490.15
57409-53-7	447.65
5743-97-5	543.15
5744-03-6	533.15
57456-98-1	365.65
57458-41-0	502.15
5749-78-0	463.15
575-37-1	536.16
575-41-7	538.36
575-43-9	536.16
5750-00-5	384.15
57502-49-5	426.65
57526-28-0	389.15
57541-72-7	317.75
57543-54-1	488.65
57543-57-4	401.15
5756-43-4	417.15
57590-20-2	439.65
57592-45-7	470.65
57597-62-3	464.15
576-22-7	476.65
576-23-8	487.15
576-26-1	474.22
576-83-0	498.15
5765-44-6	395.15
577-11-7	355.85
577-16-2	487.15
577-19-5	531.15
577-27-5	565.15
577-55-9	477.15
57706-88-4	469.65
57729-86-9	478.15
5774-35-6	324.65
57757-60-5	391.15
5779-94-2	493.15
5779-95-3	494.15
578-07-4	456.65
578-32-5	577.15
578-54-1	482.65
578-57-4	489.15
578-58-5	444.15
578-94-9	683.15
5780-13-2	430.45
5781-53-3	392.15
57816-08-7	459.55
57846-03-4	337.1
57856-10-7	411.2
5787-31-5	364.45
57885-43-5	417.15
579-07-7	495.15
579-10-2	529.15
579-44-2	617.15
579-60-2	523.65
579-66-8	508.65
579-75-9	473.15
57933-83-2	375.15
5794-03-6	432.65
5796-89-4	317.15
57968-71-5	554.15
5798-75-4	536.15
58-36-6	505.65
58-39-9	553.15
58-40-2	479.65
58-60-6	425.15
58-64-0	469.15
58-72-0	669
58-89-9	596.55
58-90-2	548.38
580-13-2	554.65
580-16-5	633.15
58030-91-4	542.15
58048-24-1	465.15
58048-25-2	366.75
58049-91-5	361.15
5805-76-5	569.15
5809-07-4	398.65
581-40-8	541.16
581-42-0	535.15
581-45-3	565.15
581-46-4	564.65
581-47-5	554.15
581-50-0	568.65
581-55-5	493.15
581-89-5	587.15
5813-64-9	350.15
58131-55-8	321.65
58133-26-9	475.15
58138-81-1	521.15
58139-32-5	356.2
58139-34-7	419.15
58139-35-8	408.35
5814-85-7	556.81
58167-01-4	548.15
58169-97-4	316.15
58175-57-8	452.15
58190-94-6	449.15
582-16-1	536.15
582-22-9	483.15
582-33-2	567.15
582-62-7	509.65
5820-22-4	448.65
58210-03-0	468.15
5826-73-3	423.15
58270-08-9	518.15
58275-58-4	485.15
583-19-7	496.15
583-33-5	506.15
583-48-2	390.88
583-53-9	498.15
583-55-1	530.15
583-57-3	399.05
583-58-4	452.25
583-59-5	438.9
583-61-9	434.35
583-68-6	513.15
583-70-0	478.15
583-71-1	487.65
583-75-5	513.15
583-78-8	484.15
583-91-5	347.15
5830-30-8	408.15
58302-42-4	476.15
58306-30-2	488.15
5831-09-4	515.15
58313-23-8	545.15
5836-10-2	422.15
5836-66-8	458.15
5837-45-6	456.2
5837-78-5	429.15
58371-98-5	458.15
584-02-1	388.45
584-03-2	463.65
584-12-3	376.15
584-84-9	524.15
584-94-1	388.76
5840-81-3	361.15
58417-15-5	482.15
5843-42-5	370.15
5846-40-2	874.15
58484-07-4	327.15
58494-43-2	401.15
585-07-9	405.15
585-32-0	469.65
585-34-2	513.15
585-71-7	367.15
585-74-0	493.15
585-79-5	538.15
5854-93-3	309.15
5856-62-2	446.15
5856-63-3	446.15
5856-66-6	870.15
5856-67-7	882.15
5856-77-9	405.15
5856-82-6	402.15
58561-04-9	467.15
5857-36-3	408.25
5857-37-4	470.65
5857-69-2	467.55
5857-86-3	474.15
58577-87-0	580.15
5858-18-4	377.15
586-27-6	493.15
586-37-8	513.15
586-61-8	491.85
586-62-9	460
586-75-4	519.15
586-77-6	537.15
586-78-7	529.15
5867-45-8	599.65
58696-86-9	450.15
587-02-0	487.15
587-03-1	490.15
587-04-2	486.65
587-15-5	488.15
5870-61-1	380.65
5870-93-9	499.15
5876-87-9	481.65
5877-55-4	587.15
5877-58-7	588.15
5877-76-9	608.15
58776-08-2	505.65
5878-19-3	389.15
58795-24-7	465.15
588-01-2	443.15
588-47-6	505.15
588-59-0	579.65
588-67-0	496.15
588-93-2	498.15
588-96-5	504.15
5881-17-4	439.66
589-08-2	479.15
589-09-3	492.15
589-16-2	490.65
589-17-3	509.15
589-18-4	490.15
589-33-3	443.65
589-34-4	365
589-35-5	425.55
589-37-7	437.15
589-38-8	396.65
589-40-2	366.15
589-43-5	382.58
589-53-7	390.86
589-55-9	427.85
589-57-1	427.15
589-59-3	443.15
589-62-8	449.75
589-63-9	436.15
589-75-3	513.65
589-81-1	392.08
589-82-2	429.85
589-87-7	525.15
589-90-2	395.9
589-91-3	445.15
589-92-4	443.15
589-93-5	430.15
589-98-0	447.85
5894-60-0	542.15
5896-17-3	599.15
58989-02-9	438.25
59-32-5	427.65
59-35-8	674.85
59-43-8	398.15
59-49-4	608.15
59-50-7	508.15
59-52-9	495.96
59-61-0	395.55
59-89-2	498.15
590-01-2	418.26
590-02-3	456.15
590-11-4	385.65
590-12-5	381.15
590-13-6	330.95
590-14-7	333.65
590-15-8	336.35
590-16-9	436.15
590-17-0	334.15
590-18-1	276.87
590-19-2	284
590-21-6	302.5
590-26-1	461.42
590-35-2	352.34
590-36-3	394.56
590-42-1	413.15
590-50-1	398.15
590-66-9	392.7
590-67-0	428.2
590-69-2	403.85
590-73-8	379.99
590-86-3	365.75
590-87-4	328.45
590-88-5	419.15
590-90-9	455.15
590-93-2	476.15
590-94-3	383.15
590-97-6	404.65
59006-05-2	313.15
59020-74-5	489.15
59034-34-3	351.47
5906-35-4	438.15
5906-73-0	393.15
59094-77-8	389.55
591-07-1	458.15
591-10-6	473.15
591-11-7	482.15
591-17-3	456.85
591-18-4	525.15
591-19-5	524.15
591-20-8	509.65
591-21-9	393.1
591-22-0	445.05
591-23-1	440.25
591-24-2	435.15
591-31-1	504.15
591-34-4	406.15
591-35-5	506.15
591-47-9	375.89
591-48-0	375.62
591-49-1	383.45
591-50-4	461.6
591-62-8	475.15
591-68-4	459.65
591-76-4	363.2
591-78-6	400.7
591-80-0	461.15
591-82-2	433.15
591-84-4	448.55
591-87-7	377.15
591-93-5	299.11
591-95-7	318.01
591-96-8	321.4
591-97-9	352.15
5910-28-1	429.15
5910-75-8	695.15
5910-77-0	740.15
5910-89-4	429.15
59104-79-9	497.15
59104-80-2	552.15
5911-04-6	440.95
5911-05-7	457.15
5911-08-0	361.15
5912-58-3	396.15
5912-87-8	555.65
59128-97-1	477.15
5913-85-9	441.15
592-09-6	386.65
592-13-2	382.26
592-20-1	444.15
592-27-8	390.8
592-34-7	415.15
592-41-6	336.63
592-42-7	332.61
592-43-8	341.15
592-44-9	349.15
592-45-0	338.15
592-46-1	353.15
592-47-2	339.95
592-48-3	346.55
592-49-4	341.15
592-50-7	335.95
592-51-8	413.15
592-55-2	400.65
592-56-3	369
592-57-4	353.49
592-65-4	444.15
592-76-7	366.79
592-77-8	371.4
592-78-9	369
592-82-5	441.15
592-84-7	379.25
592-88-1	411.75
592-90-5	392.15
592-99-4	398
59204-02-3	485.65
5921-54-0	444.65
5921-84-6	444.15
59222-86-5	547.15
5926-26-1	184.55
5926-38-5	407.15
5926-51-2	488.15
593-08-8	536.15
593-45-3	589.86
593-49-7	695.25
593-51-1	593.09
593-52-2	275.15
593-53-3	194.82
593-54-4	257.15
593-57-7	309.15
593-59-9	309.15
593-60-2	288.95
593-61-3	277.85
593-63-5	243.15
593-66-8	329.15
593-68-0	298.15
593-70-4	264.06
593-71-5	382.15
593-74-8	366.15
593-75-9	332.16
593-79-3	330.15
593-88-4	325.15
593-89-5	402.95
593-90-8	252.95
593-91-9	383.15
593-92-0	365.15
593-95-3	337.65
593-96-4	356.15
593-98-6	309.15
5930-63-2	363.65
5930-98-3	429.15
5932-79-6	466.15
59376-64-6	440.15
5939-37-7	485.65
594-04-7	405.15
594-08-1	330.95
594-09-2	310.65
594-10-5	353.75
594-11-6	273.88
594-15-0	377.45
594-16-1	388.25
594-18-3	423.35
594-19-4	311.15
594-20-7	342.46
594-22-9	415.15
594-27-4	351.15
594-34-3	422.15
594-36-5	358.76
594-37-6	380.15
594-38-7	402.15
594-39-8	350.15
594-42-3	420.65
594-51-4	444.01
594-52-5	406.15
594-56-9	351.04
594-57-0	385.15
594-60-5	391.75
594-61-6	485.15
594-65-0	513.15
594-70-7	400.31
594-72-9	396.65
594-82-1	379.44
594-83-2	404.15
594-89-8	520.65
59419-71-5	422.15
59433-08-8	425.75
59434-05-8	563.15
5944-41-2	443.15
59480-92-1	376.65
595-30-2	543.15
595-37-9	460.15
595-41-5	413.15
595-42-6	422.95
595-44-8	418.15
595-49-3	458.65
595-90-4	693.15
5950-19-6	390.35
5951-19-9	358.75
5954-50-7	417.36
59562-82-2	478.65
59570-04-6	532.15
59570-06-8	565.15
5960-88-3	398.85
59609-49-3	392.15
59643-75-3	387.15
59652-20-9	464.15
59654-13-6	442.15
5966-51-8	454.65
59664-42-5	445.15
597-04-6	455.15
597-05-7	433.15
597-25-1	315.45
597-32-0	447.65
597-35-3	521.15
597-49-9	415.65
597-50-2	516.15
597-52-4	427.15
597-63-7	436.3
597-64-8	454.15
597-67-1	427.65
597-72-8	497.35
597-76-2	432.15
597-77-3	445.15
597-90-0	452.15
597-96-6	415.95
5970-32-1	629.75
5970-63-8	450.25
5973-71-7	499.15
59741-04-7	513.15
59749-46-1	422.65
59749-50-7	480.15
5976-47-6	408.15
5977-35-5	398.15
59777-92-3	464.15
59779-75-8	365.65
5978-08-5	347.65
5978-70-1	448.9
598-01-6	434.25
598-03-8	543
598-04-9	564
598-09-4	395.15
598-14-1	428.52
598-16-3	437.15
598-17-4	406.65
598-19-6	427.15
598-21-0	421.65
598-22-1	375.15
598-23-2	302.15
598-25-4	314
598-31-2	411.15
598-32-3	370.15
598-38-9	419.15
598-45-8	360.35
598-53-8	303.92
598-55-0	450.15
598-56-1	310.15
598-58-3	339.16
598-61-8	303.45
598-71-0	433.65
598-72-1	476.15
598-73-2	270.65
598-74-3	357.15
598-75-4	384.65
598-76-5	378.15
598-77-6	405.15
598-78-7	458.15
598-79-8	361.15
598-88-9	294.25
598-92-5	397.65
598-96-9	385.15
598-98-1	374.25
598-99-2	426.95
5984-58-7	428.15
59871-24-8	450.15
5988-91-0	403.15
5989-27-5	449.65
5989-54-8	451.15
599-02-0	436.15
599-64-4	608.15
599-66-6	679.15
599-97-3	470.15
599-99-5	498.15
59901-91-6	388.15
59905-55-4	481.15
59956-48-8	461.15
60-01-5	580.65
60-09-3	633
60-12-8	492.05
60-24-2	430.9
60-29-7	307.58
60-33-3	628
60-34-4	364.58
60-35-5	494.3
60-40-2	345.15
60-46-8	519.15
60-80-0	592.15
60-89-9	506.15
60-92-4	329.27
600-00-0	436.15
600-06-6	395.15
600-07-7	450.15
600-10-2	416.15
600-11-3	412.15
600-14-6	381.15
600-22-6	408.65
600-24-8	412.85
600-25-9	415.15
600-36-2	411.95
600-40-8	458.65
6001-87-2	429.15
60012-63-7	550.65
6004-38-2	466.15
6004-60-0	431.65
6006-15-1	381.65
6006-33-3	614.66
6006-34-4	598.56
6006-95-7	640.16
6007-54-1	493.15
60075-68-5	419.65
601-76-3	457.15
601-77-4	467.65
6012-97-1	506.54
60166-93-0	535.15
60186-78-9	511.15
602-29-9	574.15
602-55-1	690.15
602-56-2	677.15
602-65-3	735.15
602-87-9	552.15
602-94-8	493.15
60212-30-8	473.15
60212-31-9	471.65
60212-32-0	528.15
60247-14-5	380.15
60251-57-2	461.65
60254-66-2	424.45
60273-78-1	513.15
60278-98-0	479.15
60291-32-9	561.15
603-26-9	630.15
603-32-7	633.15
603-34-9	638.15
603-35-0	650.15
603-52-1	633.15
603-69-0	483.15
603-71-4	528.15
603-76-9	510.15
603-83-8	578.15
60302-21-8	447.15
60302-23-0	449.15
60302-24-1	468.15
60302-27-4	467.15
60302-28-5	462.15
6031-02-3	481.15
6032-29-7	392.15
60325-46-4	347.15
6033-23-4	426.8
60345-95-1	194.75
604-88-6	571.16
60433-11-6	416.15
60433-12-7	414.15
60435-70-3	448.75
6044-68-4	361.15
60468-23-7	392.15
6048-83-5	512.15
60494-19-1	505.15
605-01-6	550.16
605-02-7	607.15
605-39-0	531.15
605-54-9	618.15
605-82-3	594.65
6050-26-6	488.2
60512-85-8	542.15
6052-82-0	439.4
60548-62-1	347.65
60595-37-1	465.15
60599-38-4	439.65
606-20-2	558
606-21-3	588.15
606-27-9	548.15
606-28-0	624.15
606-43-9	598.15
606-45-1	519.65
606-46-2	482.15
606-58-6	387.15
606-99-5	568.65
60611-24-7	428.65
6065-82-3	472.15
6065-90-3	448.15
6065-93-6	381.65
60669-40-1	466.65
60672-60-8	377.15
60676-83-7	524.15
60676-86-0	3223.15
6068-69-5	498.15
6069-71-2	466.15
6069-97-2	442.15
6069-98-3	445.15
607-00-1	610.65
607-01-2	566.15
607-31-8	518.15
607-81-8	573.15
607-85-2	511.15
607-90-9	512.15
607-91-0	549.65
607-97-6	471.15
607-99-8	571.15
60710-39-6	519.15
60761-04-8	456.65
60762-50-7	433.15
6077-72-1	406.15
60784-40-9	344.55
60784-42-1	410.95
60784-43-2	349.15
60784-44-3	336.45
60784-47-6	387.9
6079-57-8	401.15
608-23-1	461.15
608-25-3	538.15
608-26-4	503.15
608-27-5	525.15
608-28-6	502.65
608-30-0	536.15
608-32-2	609.15
608-33-3	528.15
608-69-5	553.15
608-93-5	549.15
608-94-6	495.82
608-98-0	547.65
60811-21-4	467.15
60814-29-1	541.15
60816-56-0	403.15
60827-45-4	486.15
60836-07-9	455.15
60838-50-8	462.15
6088-91-1	343.95
6088-94-4	438.15
60899-39-0	682.15
609-02-9	447.15
609-08-5	474.15
609-09-6	483.15
609-12-1	459.15
609-14-3	460.15
609-19-8	548.15
609-26-7	388.8
609-27-8	425.15
609-29-0	456.15
609-40-5	497.65
609-65-4	511.15
609-72-3	467.25
609-73-4	563.15
6091-52-7	505.65
6091-58-3	445.15
6091-64-1	527.65
6094-02-6	364.99
60956-23-2	513.15
60956-24-3	529.15
60956-26-5	529.65
60996-98-7	633.15
610-15-1	590.15
610-34-4	548.15
610-39-9	610
610-40-2	588.15
610-67-3	540.15
610-89-9	481.15
610-91-3	538.15
610-94-6	526.1
610-96-8	507.15
610-97-9	553.15
6104-30-9	397.65
61064-08-2	353.15
6108-61-8	353.15
611-01-8	541.15
611-06-3	531.65
611-10-9	494.15
611-12-1	439.15
611-13-2	454.45
611-14-3	438.33
611-15-4	442.96
611-19-8	490.15
611-21-2	480.65
611-22-3	371.65
611-32-5	521.07
611-33-6	561.65
611-34-7	583.15
611-35-8	535.15
611-43-8	547.15
611-45-0	623.15
611-61-0	547.15
611-62-1	615.15
611-69-8	496.15
611-70-1	493.15
611-74-5	545.15
611-92-7	623.15
611-94-9	628.15
611-97-2	607.15
6111-61-1	444.15
6117-80-2	508.15
6117-91-5	394.65
6117-98-2	520.15
6117-99-3	507.15
6118-14-5	370.15
612-00-0	545.78
612-01-1	476.15
612-08-8	459.15
612-12-4	512.65
612-13-5	525.15
612-15-7	470.15
612-16-8	522.15
612-17-9	484.65
612-19-1	532.15
612-22-6	505.65
612-24-8	438.15
612-25-9	543.15
612-55-5	581.15
612-57-7	536.15
612-58-8	525.45
612-60-2	530.88
612-61-3	540.65
612-62-4	539.15
612-71-5	735.15
612-75-9	559.15
612-78-2	725.15
612-94-2	618.65
612-96-4	636.15
6120-10-1	475.15
6120-13-4	480.15
61204-16-8	467.15
6125-24-2	523.15
6127-92-0	457.15
6127-93-1	434.55
613-03-6	573.15
613-21-8	577.65
613-29-6	547.95
613-31-0	578.15
613-33-2	566.15
613-35-4	486.15
613-45-6	563.15
613-46-7	579.65
613-48-9	502.15
613-59-2	623.15
613-69-4	521.15
613-75-2	493.15
613-84-3	490.65
613-88-7	443.15
613-89-8	524.15
613-90-1	479.15
613-91-2	518.15
613-93-4	564.15
613-97-8	477.15
6130-75-2	527.15
6130-92-3	547.65
6130-96-7	421.1
6131-24-4	365.15
6134-66-3	479.15
6135-29-1	464.65
61350-03-6	415.15
6136-67-0	616.15
6136-93-2	440.85
6137-03-7	411.15
614-18-6	497.15
614-30-2	591.15
614-34-6	589.15
614-54-0	548.15
614-68-6	458.15
614-69-7	512.15
614-71-1	457.15
614-72-2	483.15
614-75-5	513.15
614-95-9	493.15
614-96-0	540.15
614-99-3	469.95
6140-17-6	402.15
6140-65-4	419.15
6140-80-3	356.65
6144-93-0	411.15
61445-55-4	330.65
61447-07-2	459.15
61471-62-3	404.15
6148-34-1	471.15
6149-41-3	452.15
61499-28-3	319.75
615-10-1	484.05
615-18-9	474.65
615-20-3	521.15
615-29-2	422.15
615-36-1	502.15
615-37-2	484.65
615-39-4	440.65
615-41-8	507.65
615-42-9	560.15
615-52-1	446.85
615-54-3	548.15
615-55-4	373.15
615-58-7	511.65
615-59-8	509.15
615-60-1	467.15
615-62-3	501.15
615-65-6	493.15
615-67-8	536.15
615-71-4	613.15
615-74-7	469.15
615-79-2	487.15
615-81-6	463.15
615-83-8	464.15
615-85-0	508.15
615-87-2	528.65
615-89-4	549.15
615-96-3	487.15
615-98-5	484.15
615-99-6	490.15
6153-16-8	444.65
6153-33-9	536.15
6158-45-8	540.94
61589-68-2	429.15
61597-96-4	455.35
616-02-4	486.15
616-05-7	513.15
616-10-4	405.65
616-12-6	343.59
616-13-7	373.69
616-19-3	408.15
616-20-6	370.94
616-21-7	397.15
616-23-9	457.15
616-24-0	362.15
616-25-1	387.65
616-27-3	410.65
616-30-8	537.6
616-31-9	387.05
616-38-6	363.4
616-39-7	339.15
616-40-0	372.15
616-42-2	399.15
616-43-3	416.05
616-44-4	388.55
616-45-5	518.2
616-47-7	468.65
616-55-7	542.15
6161-50-8	601.15
6161-67-7	509.15
6163-64-0	372.05
6163-66-2	380.4
6165-37-3	472.15
6165-44-2	578.15
6166-86-5	442.15
