1	2	200.44	-0.0914	0.0
2	1	-125.07	-0.0174	0.0
1	3	138.06	-0.1279	0.0
3	1	-61.6	-0.1955	0.0
1	4	81.62	0.1942	0.0
4	1	-66.01	-0.1672	0.0
1	5	903.06	0.6439	0.0
5	1	377.33	-4.0522	0.0
1	6	705.27	1.3735	0.0
6	1	6.29	-0.2254	0.0
1	7	1078.58	-3.4707	0.0
7	1	226.01	1.5918	0.0
1	8	1358.59	-2.0563	0.0
8	1	90.08	-1.4471	0.0
1	9	550.0	0.2977	0.0
9	1	-3.43	-1.0917	0.0
1	10	695.25	-1.9538	0.0
10	1	1730.87	5.9791	0.0
1	11	294.1	-0.7118	0.0
11	1	61.53	-0.3446	0.0
1	12	546.95	-0.9986	0.0
12	1	227.38	-2.3294	0.0
1	13	328.52	0.17	0.0
13	1	-81.81	-0.5946	0.0
1	14	479.03	-0.6759	0.0
14	1	-49.12	-0.7769	0.0
1	15	339.55	0.9312	0.0
15	1	-60.59	-2.4976	0.0
1	16	487.46	1.741	0.0
16	1	-249.2	-1.2785	0.0
1	17	740.21	0.0	0.0
17	1	1340.9	0.0	0.0
1	18	329.85	-0.7118	0.0
18	1	-83.3	-0.1867	0.0
1	19	707.02	0.0479	0.0
19	1	39.63	-0.993	0.0
1	20	773.82	2.1345	0.0
20	1	39.08	-0.9834	0.0
1	21	242.4	-0.1033	0.0
21	1	-53.54	-0.3476	0.0
1	22	98.85	-0.4135	0.0
22	1	16.92	0.0854	0.0
1	23	89.4	-0.0727	0.0
23	1	-15.48	-0.1074	0.0
1	24	53.03	0.0968	0.0
24	1	-20.19	-0.1572	0.0
1	25	98.31	-2.3508	0.0
25	1	118.84	0.8299	0.0
1	26	524.94	-0.3241	0.0
26	1	62.46	-0.7035	0.0
1	27	375.18	-1.2807	0.0
27	1	134.08	0.8803	0.0
1	28	89.57	-0.0681	0.0
28	1	17.61	-0.0038	0.0
1	29	276.19	-1.4866	0.0
29	1	-26.09	1.3794	0.0
1	30	223.9	2.5307	0.0
30	1	82.55	-1.7869	0.0
1	31	1115.78	-4.5495	0.0
31	1	123.26	-0.0689	0.0
1	32	423.65	0.0533	0.0
32	1	74.25	-1.313	0.0
1	33	456.14	-0.8331	0.0
33	1	-15.92	0.3215	0.0
1	34	259.97	-1.2486	0.0
34	1	70.19	0.5047	0.0
1	35	522.78	3.4761	0.0
35	1	71.05	-1.3396	0.0
