BKXRKRANFLFTFU-UHFFFAOYSA-N	1 1 1	2 2 5 2 77 2 	2 2 5 2 77 2 	2 2 5 2 77 2 
QWXOKLBTBADFAI-UHFFFAOYSA-N	1 1 1	1 2 2 1 8 1 64 1 	1 2 2 1 8 1 64 1 	1 2 2 1 8 1 64 1 
RRFMPCSQKFOUFO-UHFFFAOYSA-N	1 1 1	9 2 36 1 39 1 53 1 	9 4 10 1 36 1 38 1 53 1 	9 2 36 1 39 1 53 1 
XFXWEAWJVWCOBF-UHFFFAOYSA-N	1 1 1	1 1 2 3 3 1 5 1 14 1 	1 1 2 3 3 1 5 1 81 1 	1 1 2 3 3 1 5 1 14 1 
VRTNIWBNFSHDEB-UHFFFAOYSA-N	1 1 1	5 1 48 1 	5 1 48 1 	5 1 48 1 
FHPNLCLHMNPLEW-UHFFFAOYSA-N	1 1 1	9 8 10 2 45 1 71 2 	9 8 10 2 45 1 71 2 	9 8 10 2 45 1 71 2 
PGRFXXCKHGIFSV-UHFFFAOYSA-N	1 1 1	63 1 74 1 75 3 	63 1 74 1 75 3 	63 1 74 1 75 3 
OWGJQNXIWMMDTH-UHFFFAOYSA-N	1 1 1	2 5 3 2 9 10 13 2 14 2 34 1 	2 2 9 10 13 2 34 1 78 3 79 2 81 2 	2 5 3 2 9 10 13 2 14 2 34 1 
ZQGKWFAIEHHYGU-UHFFFAOYSA-N	1 1 1	9 3 10 1 11 1 53 1 100 1 	2 1 9 3 10 1 11 1 14 1 25 1 53 1 	9 3 10 1 11 1 53 1 100 1 
HUYWXTRCNXGJSG-UHFFFAOYSA-N	1 1 1	1 12 9 12 10 6 12 6 13 6 17 6 	1 12 9 12 10 12 13 6 17 6 78 6 	1 12 9 12 10 6 12 6 13 6 17 6 
OXNZWCYNCDWCJA-UHFFFAOYSA-N	1 1 1	1 1 2 1 9 4 10 1 13 1 32 1 	1 1 9 4 10 2 32 1 78 1 79 1 	1 1 2 1 9 4 10 1 13 1 32 1 
FYGUSUBEMUKACF-UHFFFAOYSA-N	1 1 1	2 2 3 3 6 1 42 1 	6 1 42 1 78 2 79 3 	2 2 3 3 6 1 42 1 
SUEGNWDYVDUYBZ-UHFFFAOYSA-N	1 1 1	1 2 2 26 3 3 6 2 14 3 22 2 	1 2 2 26 3 3 6 2 22 2 81 3 	1 2 2 26 3 3 6 2 14 3 22 2 
ASAPXSLRMDUMFX-UHFFFAOYSA-N	1 1 1	1 1 2 15 5 1 6 1 77 1 	1 1 2 15 5 1 6 1 77 1 	1 1 2 15 5 1 6 1 77 1 
GENAHGKEFJLNJB-QMTHXVAHSA-N	0 1 0	2 1 3 2 8 1 9 4 10 3 12 1 34 1 94 1 	8 1 9 3 10 3 34 1 38 1 78 2 79 2 91 1 	2 1 3 2 8 1 9 4 10 3 12 1 34 1 94 1 
PVWOIHVRPOBWPI-UHFFFAOYSA-N	1 1 1	1 1 2 2 63 1 	1 1 2 2 63 1 	1 1 2 2 63 1 
ZSRDNPVYGSFUMD-UHFFFAOYSA-N	1 1 1	9 4 12 1 14 1 53 1 	9 4 12 1 14 1 53 1 	9 4 12 1 14 1 53 1 
GEUFMGZEFYJAEJ-UHFFFAOYSA-N	1 0 1	1 6 2 3 3 3 80 1 	1 6 2 3 3 3 	1 6 2 3 3 3 80 1 
RDIUVVQMLJOTAO-UHFFFAOYSA-N	1 1 1	3 2 4 2 6 4 	6 4 79 2 80 2 	3 2 4 2 6 4 
LMQWCOZFQUNBGM-MANSERQUSA-N	0 1 1	-1 1 	9 7 10 6 11 1 79 2 81 2 109 1 	3 1 9 7 10 5 11 1 13 1 14 2 137 1 
OKHLRTNFXBTUBG-UHFFFAOYSA-N	1 1 1	2 3 9 14 10 3 11 1 35 1 77 2 	2 3 9 14 10 3 11 1 35 1 77 2 	2 3 9 14 10 3 11 1 35 1 77 2 
VCNJVIWFSMCZPE-UHFFFAOYSA-N	1 1 1	5 1 10 6 25 1 64 5 	5 1 10 6 25 1 64 5 	5 1 10 6 25 1 64 5 
BTRWUZQEZSPCPS-UHFFFAOYSA-N	1 1 1	10 4 71 10 	10 4 71 10 	10 4 71 10 
LQPYPLBCZNOKKA-UHFFFAOYSA-N	1 1 1	1 6 2 4 4 2 9 8 10 6 17 1 25 1 36 1 96 1 	1 6 2 4 4 2 9 8 10 6 17 1 25 1 36 1 100 1 	1 6 2 4 4 2 9 8 10 6 17 1 25 1 36 1 96 1 
ZZWIUWXGJRSQIR-UHFFFAOYSA-N	1 1 1	9 7 10 1 11 1 12 1 36 2 	9 7 10 1 11 1 12 1 36 2 	9 7 10 1 11 1 12 1 36 2 
BJCXMOBNIFBHBJ-UHFFFAOYSA-N	1 1 1	38 1 74 1 77 1 	9 3 38 1 74 1 77 1 	38 1 74 1 77 1 
IRAQOCYXUMOFCW-UHFFFAOYSA-N	1 1 1	1 4 2 4 3 3 4 2 8 1 	1 4 8 1 78 4 79 3 80 2 	1 4 2 4 3 3 4 2 8 1 
IWPCQYNYKGMVEC-UHFFFAOYSA-N	1 1 1	2 3 8 1 9 5 12 1 19 1 	2 1 8 1 9 5 12 1 19 1 78 2 	2 3 8 1 9 5 12 1 19 1 
WOBHKFSMXKNTIM-UHFFFAOYSA-N	1 1 1	1 1 2 2 7 1 14 1 77 1 	1 1 2 2 7 1 14 1 77 1 	1 1 2 2 7 1 14 1 77 1 
PIOIXLTVQRSBRZ-UHFFFAOYSA-N	1 1 1	9 18 10 18 	9 18 10 18 	9 18 10 18 
GQHCJRDJABETBJ-UHFFFAOYSA-N	1 1 1	1 5 2 4 3 3 	1 5 2 4 3 3 	1 5 2 4 3 3 
XXYWYFSQJPFXBD-UHFFFAOYSA-N	1 1 1	1 2 2 12 22 2 	1 2 2 12 22 2 	1 2 2 12 22 2 
ISGXOWLMGOPVPB-UHFFFAOYSA-N	1 1 1	9 15 10 2 12 1 35 1 	9 15 10 2 12 1 35 1 	9 15 10 2 12 1 35 1 
HQFYIDOMCULPIW-UHFFFAOYSA-N	1 1 1	2 1 31 1 65 1 	2 1 31 1 65 1 	2 1 31 1 65 1 
HPHHYSWOBXEIRG-UHFFFAOYSA-N	1 1 1	1 3 2 2 3 1 7 1 	1 3 2 2 3 1 7 1 	1 3 2 2 3 1 7 1 
ALVYUZIFSCKIFP-UHFFFAOYSA-N	1 0 1	1 5 2 1 3 1 25 3 81 1 	1 5 2 1 3 1 25 3 	1 5 2 1 3 1 25 3 81 1 
UQECZADINQGSLE-UHFFFAOYSA-N	1 1 1	1 3 2 6 3 1 4 1 	1 3 2 5 78 1 79 1 80 1 	1 3 2 6 3 1 4 1 
WTEXGKUNHMKALI-UHFFFAOYSA-N	1 0 1	1 3 2 2 25 3 74 1 75 6 81 1 96 1 	1 3 2 2 25 3 74 1 75 6 100 1 	1 3 2 2 25 3 74 1 75 6 81 1 96 1 
JQQZIRFEGUUJBP-UHFFFAOYSA-N	1 1 1	1 2 2 12 3 1 64 1 77 1 	1 2 2 12 3 1 64 1 77 1 	1 2 2 12 3 1 64 1 77 1 
WPSGFSPBRBRLIQ-UHFFFAOYSA-N	1 1 1	1 1 2 11 23 1 	1 1 2 11 23 1 	1 1 2 11 23 1 
KGHMWBNEMFNJFZ-UHFFFAOYSA-N	1 1 1	9 14 10 10 	9 14 10 10 	9 14 10 10 
CIZUOSOWGOENRE-UHFFFAOYSA-N	0 1 0	1 2 2 4 75 6 	1 2 2 4 75 6 201 1 	1 2 2 4 75 6 
JAICGBJIBWDEIZ-UHFFFAOYSA-N	1 1 1	9 9 10 3 20 1 25 1 	9 9 10 3 20 1 25 1 	9 9 10 3 20 1 25 1 
QNVPXZQZKQWBJW-UHFFFAOYSA-N	1 1 1	2 1 9 5 12 1 14 1 96 1 	2 1 9 5 12 1 14 1 100 1 	2 1 9 5 12 1 14 1 96 1 
IRYFCWPNDIUQOW-UHFFFAOYSA-N	1 1 1	2 4 9 8 10 3 19 1 24 1 35 2 71 1 	2 2 9 8 10 3 19 1 24 1 35 2 71 1 78 2 	2 4 9 8 10 3 19 1 24 1 35 2 71 1 
CIFYUXXXOJJPOL-UHFFFAOYSA-N	1 1 1	2 5 9 5 10 1 30 1 42 1 	9 5 10 1 30 1 42 1 78 5 	2 5 9 5 10 1 30 1 42 1 
KSHPBBBLYZZQBO-UHFFFAOYSA-N	0 0 1	1 2 2 5 9 4 10 2 19 1 26 1 35 1 	1 2 9 4 10 2 19 1 26 1 35 1 78 5 	1 2 2 5 9 4 10 2 19 1 26 1 35 1 130 1 
CLISWDZSTWQFNX-UHFFFAOYSA-N	1 1 1	1 1 2 1 7 1 74 1 75 1 77 1 	1 1 2 1 7 1 74 1 75 1 77 1 	1 1 2 1 7 1 74 1 75 1 77 1 
OKORHWXYDBSYNO-UHFFFAOYSA-N	1 1 1	2 1 9 5 10 3 12 2 13 1 17 1 24 3 34 1 	9 5 10 5 12 1 17 1 24 3 34 1 78 2 79 1 	2 1 9 5 10 3 12 2 13 1 17 1 24 3 34 1 
LFMWZTSOMGDDJU-UHFFFAOYSA-N	1 1 1	9 4 10 2 63 2 	9 4 10 2 63 2 	9 4 10 2 63 2 
WXAVSTZWKNIWCN-UHFFFAOYSA-N	1 1 1	1 2 9 10 10 1 13 1 26 1 	1 2 9 10 10 1 13 1 26 1 	1 2 9 10 10 1 13 1 26 1 
WEOIMVGRKQBCKD-UHFFFAOYSA-N	1 1 1	2 4 3 2 7 2 	7 2 78 4 79 2 	2 4 3 2 7 2 
CPNBMBBRKINRNE-UWTATZPHSA-N	1 1 1	3 1 22 1 51 1 	22 1 51 1 79 1 	3 1 22 1 51 1 
GSNKRSKIWFBWEG-UHFFFAOYSA-N	1 1 1	1 2 2 2 3 1 18 1 	1 2 2 2 3 1 18 1 	1 2 2 2 3 1 18 1 
LPEKGGXMPWTOCB-VKHMYHEASA-N	1 1 1	1 2 3 1 14 1 77 1 	1 2 3 1 77 1 81 1 	1 2 3 1 14 1 77 1 
NYWMWXDEVFKTJK-UHFFFAOYSA-N	1 1 1	1 2 2 4 9 11 10 4 11 1 12 2 77 2 	1 2 2 4 9 11 10 4 11 1 12 2 77 2 	1 2 2 4 9 11 10 4 11 1 12 2 77 2 
DYWNLSQWJMTVGJ-PRCZDLBKSA-N	0 0 1	1 1 9 5 13 1 14 1 30 1 	1 1 9 5 13 1 30 1 81 1 	1 1 9 5 13 1 14 1 30 1 130 1 
BOASSOYETJYEJF-UHFFFAOYSA-N	1 1 1	2 1 7 1 69 1 74 1 77 1 	2 1 7 1 69 1 74 1 77 1 	2 1 7 1 69 1 74 1 77 1 
SSZBUIDZHHWXNJ-UHFFFAOYSA-N	1 1 1	1 2 2 30 22 1 	1 2 2 30 22 1 	1 2 2 30 22 1 
JHHZLHWJQPUNKB-BYPYZUCNSA-N	1 1 1	2 2 3 1 14 1 32 1 	32 1 78 2 79 1 81 1 	2 2 3 1 14 1 32 1 
FNMTVMWFISHPEV-UHFFFAOYSA-N	1 1 1	1 4 3 2 6 1 77 2 	1 4 3 2 6 1 77 2 	1 4 3 2 6 1 77 2 
QXISTPDUYKNPLU-UHFFFAOYSA-N	1 1 1	9 3 10 1 11 2 64 1 	9 3 10 1 11 2 64 1 	9 3 10 1 11 2 64 1 
VRWWRSQIOZLGAM-UHFFFAOYSA-N	1 1 1	1 1 2 4 4 1 18 3 22 3 	1 1 2 4 4 1 18 3 22 3 	1 1 2 4 4 1 18 3 22 3 
ULAGGPJVDRGWTI-UHFFFAOYSA-N	1 1 1	2 1 27 3 	83 2 84 1 	2 1 27 3 
KEWNKZNZRIAIAK-UHFFFAOYSA-N	1 1 1	9 1 17 1 53 4 	9 1 17 1 53 4 	9 1 17 1 53 4 
YYDZACXIVKPEAI-UHFFFAOYSA-N	1 1 1	1 2 2 30 6 1 22 1 	1 2 2 30 6 1 22 1 	1 2 2 30 6 1 22 1 
KCFVQEAPUOVXTH-UHFFFAOYSA-N	1 1 1	1 1 2 6 22 1 42 1 	1 1 2 6 22 1 42 1 	1 1 2 6 22 1 42 1 
UXUPPWPIGVTVQI-UHFFFAOYSA-N	1 1 1	1 3 2 4 3 1 22 1 	1 3 2 4 3 1 22 1 	1 3 2 4 3 1 22 1 
XGWFJBFNAQHLEF-UHFFFAOYSA-N	1 1 1	9 9 10 5 42 1 	9 9 10 5 42 1 	9 9 10 5 42 1 
HFLVQBRYQIXJAW-UHFFFAOYSA-N	1 1 1	9 16 10 10 	9 16 10 10 	9 16 10 10 
HTJDQJBWANPRPF-UHFFFAOYSA-N	1 1 1	2 2 30 1 	30 1 78 2 	2 2 30 1 
SQDGPLNZHYWEOB-UHFFFAOYSA-N	1 1 1	2 15 3 4 	3 1 78 15 79 3 	2 15 3 4 
DNAJDTIOMGISDS-UHFFFAOYSA-N	1 0 1	2 1 5 1 78 1 	2 1 5 1 	2 1 5 1 78 1 
PANZFQYXPMCHFD-UHFFFAOYSA-N	1 1 1	9 14 10 3 12 1 70 1 	9 14 10 4 70 1 78 1 	9 14 10 3 12 1 70 1 
XVXZMGMMEQKDRK-UHFFFAOYSA-N	1 1 1	1 1 2 1 8 1 9 5 12 1 41 1 	1 1 2 1 8 1 9 5 12 1 41 1 	1 1 2 1 8 1 9 5 12 1 41 1 
DPKKOVGCHDUSAI-UHFFFAOYSA-N	1 1 1	9 3 10 2 11 1 64 2 	9 3 10 2 11 1 64 2 	9 3 10 2 11 1 64 2 
JSKMAKNNXSBEOQ-UHFFFAOYSA-N	0 0 1	-1 1 	-1 1 	2 5 9 14 10 4 29 4 32 1 77 2 
YTPOEHQOFUXVSH-UHFFFAOYSA-N	0 1 0	9 8 10 6 11 3 	9 8 10 4 11 3 39 1 	9 8 10 6 11 3 
QGBOSBJZMYIXFF-CGKDLMRESA-N	1 1 1	1 2 2 44 3 2 6 4 33 2 42 2 	1 2 2 24 6 4 33 2 42 2 78 20 79 2 	1 2 2 44 3 2 6 4 33 2 42 2 
IEJIGPNLZYLLBP-UHFFFAOYSA-N	0 1 0	24 2 	112 1 	24 2 
DKMROQRQHGEIOW-UHFFFAOYSA-N	1 1 1	1 2 2 2 22 2 	1 2 2 2 22 2 	1 2 2 2 22 2 
NSISJFFVIMQBRN-SCSAIBSYSA-N	1 1 1	2 2 3 1 14 1 22 1 	2 1 14 1 22 1 78 1 79 1 	2 2 3 1 14 1 22 1 
CKURPKAGDUSTMO-UHFFFAOYSA-N	1 1 1	1 2 2 1 3 1 4 1 20 2 24 1 	1 2 2 1 3 1 4 1 20 2 24 1 	1 2 2 1 3 1 4 1 20 2 24 1 
VDWODSPSMJMZQI-UHFFFAOYSA-N	1 1 1	1 1 2 4 3 2 35 1 	1 1 35 1 78 4 79 2 	1 1 2 4 3 2 35 1 
JNSFDAQIIASDIH-UHFFFAOYSA-N	1 1 1	1 8 2 14 4 4 	1 8 78 14 80 4 	1 8 2 14 4 4 
VPSSPAXIFBTOHY-LURJTMIESA-N	1 1 1	1 2 2 2 3 1 14 1 30 1 	1 2 2 2 3 1 14 1 30 1 	1 2 2 2 3 1 14 1 30 1 
QMZBNBYLXIIEFF-QZTJIDSGSA-N	1 1 1	3 1 6 1 9 8 10 5 13 1 14 2 	6 1 9 8 10 6 79 2 81 2 	3 1 6 1 9 8 10 5 13 1 14 2 
NAFDCRMGWKHMJQ-UHFFFAOYSA-N	1 1 1	2 5 9 4 10 1 14 2 17 1 35 1 77 1 	2 5 9 4 10 1 14 2 17 1 35 1 77 1 	2 5 9 4 10 1 14 2 17 1 35 1 77 1 
GUWNWVMZYFPNSS-UHFFFAOYSA-N	1 1 1	2 2 3 1 9 3 12 1 17 2 19 2 	9 3 12 1 17 2 19 2 78 2 79 1 	2 2 3 1 9 3 12 1 17 2 19 2 
IKRQWWMBBZOIJO-UHFFFAOYSA-N	1 1 1	9 11 10 6 36 1 	9 11 10 6 36 1 	9 11 10 6 36 1 
SXFYVXSOEBCFLV-UHFFFAOYSA-N	1 1 1	1 1 9 4 13 1 14 1 71 1 	1 1 9 4 13 1 71 1 81 1 	1 1 9 4 13 1 14 1 71 1 
AVIYEYCFMVPYST-UHFFFAOYSA-N	1 1 1	1 1 2 4 3 1 14 2 	1 1 2 4 3 1 14 1 81 1 	1 1 2 4 3 1 14 2 
JXNAIOCJWBJGFQ-UHFFFAOYSA-N	1 1 1	1 1 9 5 10 1 39 1 	1 1 9 7 10 2 38 1 	1 1 9 5 10 1 39 1 
RDSNBKRWKBMPOP-UHFFFAOYSA-N	1 1 1	2 2 3 1 19 1 42 1 	19 1 42 1 78 2 79 1 	2 2 3 1 19 1 42 1 
HZRBBXZWSHOZKT-UHFFFAOYSA-N	1 1 1	1 2 2 3 3 2 7 1 8 1 20 1 	1 2 2 1 7 1 8 1 20 1 78 2 79 2 	1 2 2 3 3 2 7 1 8 1 20 1 
ZFLFWZRPMDXJCW-UHFFFAOYSA-N	0 1 0	9 4 10 2 11 2 	1 1 9 4 10 1 11 1 39 1 	9 4 10 2 11 2 
NIMLCWCLVJRPFY-UHFFFAOYSA-N	1 1 1	2 2 3 3 6 1 18 1 	6 1 18 1 78 2 79 3 	2 2 3 3 6 1 18 1 
TUSWCARXJKWLGI-UHFFFAOYSA-N	1 1 1	2 3 3 1 9 8 12 3 13 1 	9 8 10 4 78 6 79 2 	2 3 3 1 9 8 12 3 13 1 
LSNQBMHSPMRKRR-UHFFFAOYSA-N	1 1 1	1 1 2 8 44 1 45 1 77 1 	1 1 2 8 44 1 45 1 77 1 	1 1 2 8 44 1 45 1 77 1 
UHVCEHVDJBKVEQ-UHFFFAOYSA-N	1 1 1	2 2 3 3 6 1 7 1 24 1 	6 1 7 1 24 1 78 2 79 3 	2 2 3 3 6 1 7 1 24 1 
QSSUTSOGIQHRIU-UHFFFAOYSA-N	1 1 1	1 4 2 7 3 2 	1 4 2 7 3 2 	1 4 2 7 3 2 
FBWNMEQMRUMQSO-UHFFFAOYSA-N	1 1 1	1 1 2 15 9 4 10 1 12 1 25 8 100 1 	1 1 2 16 9 4 10 1 12 1 14 1 25 9 	1 1 2 15 9 4 10 1 12 1 25 8 100 1 
GOLGILSVWFKZRQ-UHFFFAOYSA-N	1 1 1	9 3 10 2 36 1 42 1 63 1 	9 3 10 2 36 1 42 1 63 1 	9 3 10 2 36 1 42 1 63 1 
ZLSMPEVZXWDWEK-UHFFFAOYSA-N	1 1 1	102 1 107 1 	9 2 105 1 122 1 	102 1 107 1 
KVXKXUJAIKWPHT-UHFFFAOYSA-N	1 1 1	2 12 34 6 	34 6 78 12 	2 12 34 6 
XOCPFOARSHYLBQ-UHFFFAOYSA-N	1 1 1	1 1 2 10 42 1 105 1 	1 1 2 10 27 1 32 1 42 1 78 1 	1 1 2 10 42 1 105 1 
KMAHIPNGGSOJSM-UHFFFAOYSA-N	1 1 1	1 4 2 6 3 2 	1 4 2 6 3 2 	1 4 2 6 3 2 
JJSCUXAFAJEQGB-UHFFFAOYSA-N	1 0 0	1 1 9 5 13 1 109 1 	1 1 9 5 13 1 	1 1 9 5 13 1 
PMNBTEKSPWDZKS-UHFFFAOYSA-N	1 1 1	9 4 11 4 12 4 	9 4 10 4 11 4 78 4 	9 4 11 4 12 4 
RCBKHVTUYAGMLB-UHFFFAOYSA-N	1 1 1	7 1 69 4 70 1 	7 1 69 4 70 1 	7 1 69 4 70 1 
YTCGOUNVIAWCMG-UHFFFAOYSA-N	1 1 1	9 4 10 1 53 1 74 1 	9 4 10 1 53 1 74 1 	9 4 10 1 53 1 74 1 
PQYGBJHVVYREGU-UHFFFAOYSA-N	1 1 1	2 6 31 2 34 1 	2 6 31 2 34 1 	2 6 31 2 34 1 
IMAVLXWSVGAOCU-UHFFFAOYSA-N	1 1 1	10 2 11 2 71 8 	10 2 11 2 71 8 	10 2 11 2 71 8 
YOWQWFMSQCOSBA-UHFFFAOYSA-N	1 1 1	1 1 7 1 24 1 	1 1 7 1 24 1 	1 1 7 1 24 1 
OMGHIGVFLOPEHJ-BYPYZUCNSA-N	1 1 1	3 1 6 1 32 1 42 1 	6 1 32 1 42 1 79 1 	3 1 6 1 32 1 42 1 
BHXIWUJLHYHGSJ-UHFFFAOYSA-N	1 1 1	1 2 2 2 22 1 25 1 	1 2 2 2 22 1 25 1 	1 2 2 2 22 1 25 1 
BESPYJZJWJSLDA-UHFFFAOYSA-N	1 1 1	42 1 44 1 72 1 	42 1 44 1 72 1 	42 1 44 1 72 1 
QIWKUEJZZCOPFV-UHFFFAOYSA-N	1 1 1	1 1 7 1 9 5 10 1 77 1 	1 1 7 1 9 5 10 1 77 1 	1 1 7 1 9 5 10 1 77 1 
NGFWAKGWMSOVMP-UHFFFAOYSA-N	1 1 1	2 2 9 4 10 2 24 1 42 1 77 1 	2 2 9 4 10 2 24 1 42 1 77 1 	2 2 9 4 10 2 24 1 42 1 77 1 
GGYICDQKJLQSFI-UHFFFAOYSA-N	1 1 1	1 4 9 4 13 2 25 2 	1 4 9 4 13 2 25 2 	1 4 9 4 13 2 25 2 
CKDTYRDFEIGXNO-UHFFFAOYSA-N	1 1 1	1 3 3 2 64 1 77 1 	1 3 3 2 64 1 77 1 	1 3 3 2 64 1 77 1 
HOWGUJZVBDQJKV-UHFFFAOYSA-N	1 1 1	1 2 2 20 	1 2 2 20 	1 2 2 20 
VSXNZWYZIJDUSW-UHFFFAOYSA-N	1 1 1	1 2 2 5 9 4 10 1 12 1 77 1 	1 2 2 5 9 4 10 1 12 1 77 1 	1 2 2 5 9 4 10 1 12 1 77 1 
OPFILOLCFWFBNT-UHFFFAOYSA-N	1 1 1	9 7 10 3 11 1 12 1 	9 7 10 4 11 1 78 1 	9 7 10 3 11 1 12 1 
WKLBAFKOKJVNMN-UHFFFAOYSA-N	1 1 1	1 4 2 2 4 1 22 2 	1 4 2 2 4 1 22 2 	1 4 2 2 4 1 22 2 
OPKOKAMJFNKNAS-UHFFFAOYSA-N	1 1 1	2 2 14 1 31 1 	2 2 14 1 31 1 	2 2 14 1 31 1 
BFCDFTHTSVTWOG-UHFFFAOYSA-N	1 1 1	1 4 2 6 3 1 9 4 10 1 13 1 14 1 32 1 104 1 	1 4 2 6 3 1 9 4 10 1 13 1 32 1 81 1 124 1 	1 4 2 6 3 1 9 4 10 1 13 1 14 1 32 1 104 1 
LPMAVIRJZLOTCU-UHFFFAOYSA-N	1 1 1	1 3 2 1 3 1 6 2 77 1 	1 3 2 1 3 1 6 2 77 1 	1 3 2 1 3 1 6 2 77 1 
JFGNOMDHPRPBJP-UHFFFAOYSA-N	1 1 1	1 1 2 13 48 1 77 1 	1 1 2 13 48 1 77 1 	1 1 2 13 48 1 77 1 
OOBVOBFENTULJB-UHFFFAOYSA-N	1 1 1	1 2 2 8 3 2 6 1 77 1 	1 2 2 5 3 1 6 1 77 1 78 3 79 1 	1 2 2 8 3 2 6 1 77 1 
GQNCKPHQJKXIBF-UHFFFAOYSA-N	1 1 1	1 2 2 19 9 4 13 1 17 1 	1 2 2 19 9 4 13 1 17 1 	1 2 2 19 9 4 13 1 17 1 
SHMYIFLHMQKIPZ-UHFFFAOYSA-N	1 1 1	2 3 3 2 9 4 13 2 	9 4 10 2 78 3 79 4 	2 3 3 2 9 4 13 2 
RRCPAXJDDNWJBI-UHFFFAOYSA-N	0 0 1	1 2 3 1 5 1 9 4 10 1 12 1 32 1 101 1 	1 2 3 2 5 1 9 4 10 1 12 1 25 1 32 1 81 1 	1 2 3 1 5 1 9 4 10 1 12 1 32 1 101 1 130 1 
HFNGYHHRRMSKEU-UHFFFAOYSA-N	1 1 1	9 4 10 1 12 1 21 1 24 1 	9 4 10 1 12 1 21 1 24 1 	9 4 10 1 12 1 21 1 24 1 
FYECQQNUNHLGLS-UHFFFAOYSA-N	1 1 1	1 1 2 1 8 1 103 1 	1 1 8 1 78 1 123 1 	1 1 2 1 8 1 103 1 
GVDWMKVPTHSZKA-UHFFFAOYSA-N	1 1 1	1 3 2 2 3 2 64 1 77 1 	1 3 2 2 3 2 64 1 77 1 	1 3 2 2 3 2 64 1 77 1 
PUNGDGIPJMLONU-UHFFFAOYSA-N	1 1 1	2 2 14 1 48 1 	2 2 14 1 48 1 	2 2 14 1 48 1 
RGYAVZGBAJFMIZ-UHFFFAOYSA-N	1 1 1	1 4 2 2 70 1 	1 4 2 2 70 1 	1 4 2 2 70 1 
RAQYGFLFCLNEAB-UHFFFAOYSA-N	1 1 1	1 1 7 1 9 3 10 1 11 1 17 1 	1 1 7 1 9 3 10 1 11 1 17 1 	1 1 7 1 9 3 10 1 11 1 17 1 
PUTZZJOMRXPKCK-UHFFFAOYSA-N	1 1 1	1 3 2 5 3 1 77 1 	1 3 2 5 3 1 77 1 	1 3 2 5 3 1 77 1 
OYZWSGWTBSWCLN-UHFFFAOYSA-N	1 1 1	1 6 2 2 3 4 	1 6 2 2 3 4 	1 6 2 2 3 4 
KIYRSYYOVDHSPG-SSDOTTSWSA-N	1 1 1	9 5 10 1 30 1 94 1 	9 5 10 1 30 1 91 1 	9 5 10 1 30 1 94 1 
JTUHZHSIIGRXJX-UHFFFAOYSA-N	1 1 1	2 10 3 2 8 2 	8 2 78 10 79 2 	2 10 3 2 8 2 
SECPZKHBENQXJG-UHFFFAOYSA-N	1 1 1	1 1 2 12 6 1 42 1 	1 1 2 12 6 1 42 1 	1 1 2 12 6 1 42 1 
KPTYXJLOWLVCMU-XDNAFOTISA-N	0 1 1	-1 1 	9 8 10 6 79 2 81 2 109 1 	3 1 9 8 10 5 13 1 14 2 137 1 
AIJULSRZWUXGPQ-UHFFFAOYSA-N	1 1 1	18 1 20 1 	18 1 20 1 	18 1 20 1 
UEHUZQKLOWYOMO-UHFFFAOYSA-N	1 1 1	1 3 2 1 32 1 42 1 	1 3 2 1 32 1 42 1 	1 3 2 1 32 1 42 1 
NFIDBGJMFKNGGQ-UHFFFAOYSA-N	1 1 1	1 2 3 1 9 4 12 1 17 1 	1 2 3 1 9 4 12 1 17 1 	1 2 3 1 9 4 12 1 17 1 
QVFXSOFIEKYPOE-UHFFFAOYSA-N	0 1 0	108 1 	53 2 104 1 	108 1 
WXFWXFIWDGJRSC-UHFFFAOYSA-N	0 1 0	3 2 6 1 24 2 	6 1 24 2 27 1 	3 2 6 1 24 2 
HOVAGTYPODGVJG-PZRMXXKTSA-N	1 1 1	2 1 3 4 14 4 24 1 26 1 	2 1 14 1 24 1 27 1 79 3 81 3 	2 1 3 4 14 4 24 1 26 1 
WZHKDGJSXCTSCK-UHFFFAOYSA-N	1 1 1	1 2 2 3 6 1 	1 2 2 3 6 1 	1 2 2 3 6 1 
PJNTWHFGDZQPOJ-UHFFFAOYSA-N	1 1 1	1 2 2 1 3 4 6 1 70 1 	1 2 6 1 70 1 78 1 79 4 	1 2 2 1 3 4 6 1 70 1 
DYIDDAHHUMHEEQ-UHFFFAOYSA-N	1 1 1	1 2 2 8 6 1 22 1 	1 2 2 8 6 1 22 1 	1 2 2 8 6 1 22 1 
LFCOTQSSVSUPCL-UHFFFAOYSA-N	1 1 1	1 2 2 19 66 1 	1 2 2 19 66 1 	1 2 2 19 66 1 
ZDDMXFRCSRMVFF-UHFFFAOYSA-N	1 1 1	1 3 2 2 3 3 4 1 9 3 10 1 13 1 17 1 24 1 	1 3 9 3 10 2 17 1 24 1 78 2 79 4 80 1 	1 3 2 2 3 3 4 1 9 3 10 1 13 1 17 1 24 1 
HWPZEPGEOVIYMU-UHFFFAOYSA-N	1 1 1	9 13 10 8 11 1 	9 13 10 8 11 1 	9 13 10 8 11 1 
SVPDQYJPNWAGFC-UHFFFAOYSA-N	1 1 1	3 2 8 2 14 2 42 1 64 1 	8 2 42 1 64 1 79 2 81 2 	3 2 8 2 14 2 42 1 64 1 
