10349-57-2	s
103-50-4	l
10354-00-4	s
10361-79-2	s
10361-82-7	s
10361-84-9	s
10361-92-9	s
103628-46-2	s
103-62-8	l
103-63-9	l
103-64-0	l
103-65-1	l
10365-98-7	s
10366-35-5	s
103-67-3	l
103-69-5	l
103-70-8	s
103-71-9	l
103-72-0	l
103-73-1	l
10373-78-1	s
10374-80-8	s
103-76-4	l
10377-48-7	s
10377-51-2	s
10377-52-3	s
10377-58-9	s
10379-14-3	s
103-79-7	l
103-80-0	l
103-81-1	s
103-82-2	s
103-83-3	l
103-84-4	s
103-85-5	s
103-86-6	s
103-88-8	s
10389-51-2	s
1038-95-5	s
103-89-9	s
103-90-2	s
103-95-7	l
10397-58-7	s
103-99-1	s
104-01-8	s
104-03-0	s
10403-47-1	s
104040-78-0	s
104-04-1	s
10405-27-3	g
104-07-4	s
104-09-6	s
104-10-9	s
104-12-1	s
104-13-2	l
104-15-4	s
10420-90-3	l
104-21-2	s
10421-85-9	s
104222-34-6	s
104-29-0	s
10431-98-8	l
104326-94-5	s
10435-67-3	l
10436-39-2	l
104-36-9	s
10439-23-3	s
104-40-5	s
104-42-7	s
10443-65-9	s
104-43-8	s
10444-89-0	s
104-46-1	l
104-47-2	l
10448-09-6	l
104-49-4	s
104-51-8	l
104-53-0	l
10453-86-8	s
10453-89-1	s
104-54-1	s
104-55-2	l
104-57-4	l
10457-90-6	s
10458-14-7	l
10463-20-4	s
104-63-2	l
104-65-4	l
1046-56-6	s
104-66-5	s
10469-09-7	s
104-72-3	l
10473-14-0	l
104-75-6	l
104-76-7	g
10476-81-0	s
10476-85-4	s
10476-86-5	s
104-78-9	l
1048-05-1	s
1048-08-4	s
104-81-4	s
104-82-5	l
104-83-6	s
104-84-7	l
104-85-8	s
10486-19-8	l
104-87-0	l
104-88-1	s
104-90-5	l
104-92-7	l
104-93-8	l
104-94-9	s
104-95-0	s
10495-45-1	l
104968-58-3	s
10498-35-8	l
104-98-3	s
104987-11-3	s
105-05-5	l
105-06-6	s
105-07-7	s
1050-79-9	s
105-08-8	s
105-13-5	s
10516-71-9	s
105184-38-1	s
10520-81-7	s
10521-91-2	l
10525-37-8	l
105-30-6	l
10531-78-9	s
105-31-7	l
105-34-0	l
105-36-2	l
105-37-3	l
10537-63-0	s
105-38-4	l
10539-19-2	s
105-39-5	l
10540-29-1	s
105-40-8	l
10541-83-0	s
105-43-1	l
10543-57-4	s
10544-63-5	l
10544-72-6	l
10544-73-7	g
10544-95-3	l
105-45-3	l
10545-99-0	l
105-46-4	l
10546-65-3	s
105-48-6	l
1055-23-8	s
10553-31-8	s
105-53-3	l
105-54-4	l
105-55-5	s
105-56-6	l
105-57-7	l
10557-85-4	s
105-58-8	l
105-59-9	l
105-60-2	s
105650-23-5	s
105-65-7	s
105-66-8	l
1056-77-5	s
105-67-9	l
105-68-0	l
10568-38-4	l
105735-71-5	s
10574-36-4	l
10574-37-5	l
105-74-8	s
10575-56-1	s
105-75-9	l
10580-52-6	s
105827-78-9	s
105-86-2	l
105-87-3	l
10588-01-9	s
105931-73-5	s
105942-08-3	s
105-99-7	l
10601-19-1	s
106-02-5	s
10604-59-8	s
10606-42-5	l
106-07-0	s
106-14-9	s
106-18-3	l
106-19-4	l
106-20-7	l
106-22-9	l
106-24-1	l
106-27-4	l
106-30-9	l
106-31-0	l
106-32-1	l
106-33-2	l
106-34-3	l
106-35-4	l
106-36-5	l
106-37-6	s
106-38-7	s
106-39-8	s
106-40-1	s
106-41-2	s
106-42-3	l
106-43-4	l
106-44-5	s
106454-69-7	s
106-45-6	s
106-46-7	s
106-47-8	s
106-48-9	s
106-49-0	s
106-50-3	s
106-51-4	s
106-52-5	s
106-53-6	s
106-54-7	s
106-55-8	s
106-57-0	l
106-58-1	l
106-60-5	s
1066-17-7	s
1066-27-9	g
1066-35-9	l
106-63-8	l
1066-40-6	l
1066-45-1	s
106-65-0	l
1066-51-9	s
106-67-2	l
106-68-3	l
106-69-4	l
106-70-7	l
1067-08-9	l
1067-20-5	l
106-73-0	l
106-74-1	l
106-79-6	s
1068-57-1	s
106-87-6	l
1068-87-7	l
106-88-7	l
1068-90-2	s
106-89-8	l
106-91-2	l
1069-23-4	l
106-92-3	l
106-93-4	l
106-94-5	l
1069-53-0	l
106-95-6	l
106-96-7	l
106-97-8	g
106-98-9	g
106-99-0	g
1070-01-5	l
107-00-6	g
107-01-7	g
107-02-8	l
1070-32-2	l
107-03-9	l
107-04-0	l
107-05-1	l
107-06-2	l
1070-71-9	l
107-07-3	l
1070-78-6	l
1070-83-3	l
107-08-4	l
1070-87-7	g
107099-99-0	s
107-10-8	l
107-11-9	l
107-12-0	l
1071-22-3	l
1071-23-4	s
1071-26-7	l
107-13-1	l
1071-39-2	l
107-15-3	l
1071-81-4	l
1071-83-6	s
107-18-6	l
1071-93-8	s
107-19-7	l
1071-98-3	l
107-20-0	l
1072-05-5	l
107-21-1	l
1072-16-8	l
107-22-2	l
1072-43-1	l
1072-53-3	s
107-25-5	g
1072-62-4	s
107-26-6	l
1072-67-9	s
1072-71-5	s
1072-72-6	s
107-27-7	l
1072-82-8	s
1072-83-9	s
1072-85-1	l
1072-91-9	s
1072-97-5	s
1072-98-6	s
107-29-9	s
107-30-2	l
1073-06-9	l
1073-07-0	l
107-31-3	l
1073-26-3	s
107-34-6	s
107-35-7	s
1073-67-2	l
1073-72-9	s
107-37-9	s
107-39-1	l
107-40-4	l
1074-12-0	l
107-41-5	l
1074-17-5	l
1074-24-4	s
1074-36-8	s
1074-43-7	l
107-44-8	l
1074-51-7	s
1074-55-1	l
107-46-0	l
107-47-1	l
107-48-2	l
1074-92-6	l
107-49-3	l
1074-98-2	s
107-50-6	l
107-51-7	l
107-52-8	l
107534-96-3	s
1075-35-0	s
1075-38-3	l
1075-49-6	s
1075-76-9	s
107-58-4	s
107-61-9	s
1076-38-6	s
1076-43-3	l
1076-59-1	s
1076-61-5	l
1076-74-0	s
107-68-6	s
107-69-7	s
107-70-0	l
1077-16-3	l
1077-28-7	s
107-75-5	l
1077-58-3	s
107-80-2	l
1078-04-2	l
107-81-3	l
1078-19-9	s
107-82-4	l
1078-28-0	s
107-83-5	l
107-84-6	l
107-85-7	l
107868-30-4	s
107-86-8	l
1078-71-3	l
107-87-9	l
107-88-0	l
107-91-5	s
1079-17-0	s
1079-21-6	s
107-92-6	l
107-93-7	s
107-94-8	s
107-95-9	s
107-96-0	l
1079-66-9	l
1079-71-6	s
107-98-2	l
1080-06-4	s
108-01-0	l
108-03-2	l
108-05-4	l
108-08-7	l
108-10-1	l
108-11-2	l
1081-34-1	s
108-13-4	s
108-16-7	l
1081-75-0	l
1081-77-2	l
108-18-9	l
108-20-3	g
108-21-4	l
108-22-5	l
108-23-6	l
108-24-7	l
1082-57-1	s
108-26-9	s
108-27-0	s
1082-85-5	s
108-29-2	l
108-30-5	s
108-31-6	s
108-32-7	l
1083-30-3	s
108-33-8	s
1083-48-3	s
1083-56-3	s
1083-57-4	s
108-36-1	l
108-37-2	l
108-38-3	l
108-39-4	g
108-40-7	l
108-41-8	l
108-42-9	l
108-43-0	s
108-44-1	g
108-45-2	s
108-46-3	s
1084-65-7	s
108-47-4	l
108-48-5	l
108-50-9	s
1085-12-7	s
108-52-1	s
108-55-4	s
108-57-6	l
1085-98-9	s
108-59-8	l
108-60-1	l
108-62-3	s
108-64-5	l
108-67-8	g
1086-80-2	s
108-68-9	s
108-69-0	l
1087-02-1	s
108-70-3	s
108-73-6	s
108-74-7	l
1087-49-6	l
108-75-8	l
108-77-0	s
108-78-1	s
108-79-2	s
108-80-5	s
1088-11-5	s
108-82-7	l
108-83-8	l
108847-76-3	s
108-84-9	l
108-85-0	l
1088-56-8	s
108-86-1	l
108-87-2	l
108-88-3	l
108-89-4	l
108-90-7	l
108-91-8	l
108-93-0	l
108-94-1	l
108-95-2	s
108-97-4	s
108-98-5	l
108-99-6	l
109-00-2	s
1090-13-7	s
109-01-3	l
109-02-4	l
109-04-6	l
109-05-7	l
109-06-8	l
109-07-9	s
109-08-0	l
109-09-1	l
109-12-6	s
109-21-7	l
109-29-5	s
109-31-9	l
1093-58-9	s
109-43-3	l
109-46-6	s
109-49-9	l
1095-03-0	s
109-52-4	l
109-53-5	l
109-55-7	l
109-56-8	s
109-57-9	s
1095-90-5	s
109-59-1	l
109-60-4	l
109-63-7	l
109-64-8	l
109-65-9	l
109-66-0	l
109-67-1	l
109-69-3	l
109-70-6	l
109-72-8	l
109-73-9	l
109-74-0	l
109-75-1	l
109-76-2	l
109-77-3	s
109-78-4	l
109-79-5	l
109-80-8	l
109-82-0	s
109-83-1	l
109-84-2	l
109-85-3	l
109-86-4	l
109-87-5	l
1098-97-1	s
109-89-7	l
109919-26-8	s
109-92-2	l
109-93-3	l
109-94-4	l
109-95-5	g
109-97-7	l
109-99-9	l
110-00-9	g
110-01-0	l
110-02-1	l
110-03-2	s
110-04-3	s
110-05-4	l
110-12-3	l
110-13-4	l
110-14-5	s
110-15-6	s
110-16-7	s
110-17-8	s
110-18-9	l
110-19-0	l
110-20-3	s
110-21-4	s
110-22-5	s
11024-24-1	s
110-27-0	l
110-30-5	s
110-33-8	l
110-38-3	l
110-39-4	l
110-40-7	l
110-42-9	l
110-43-0	l
110-44-1	s
110-45-2	l
110-49-6	l
110-52-1	l
110-53-2	l
110-54-3	l
110-56-5	l
110-57-6	l
110-58-7	l
110-59-8	l
110-60-1	s
110-61-2	s
110-62-3	l
110-63-4	l
110-65-6	s
110-66-7	l
110-67-8	l
110-68-9	l
110-69-0	l
1107-00-2	s
110-71-4	l
110-73-6	l
110-74-7	l
110-75-8	l
110-77-0	l
110-80-5	l
110-81-6	l
110-82-7	l
110-83-8	l
110-85-0	s
110-86-1	l
110-87-2	l
110877-64-0	s
110-88-3	s
110-89-4	l
110895-43-7	s
1109-15-5	s
110-91-8	l
110-94-1	s
110-96-3	l
110-97-4	s
110-99-6	s
111-01-3	l
111-02-4	l
111-03-5	s
111-06-8	l
111-11-5	l
111-12-6	l
111-13-7	l
111-14-8	l
111-15-9	l
111-16-0	s
1111-67-7	s
111-17-1	s
1111-74-6	g
1111-92-8	s
1111-97-3	l
1112-03-4	l
111-20-6	s
111-21-7	l
111-22-8	l
1112-39-6	l
111-24-0	l
1112-48-7	l
111-25-1	l
111-26-2	l
1112-67-0	s
111-27-3	l
111-28-4	s
111-29-5	l
1113-02-6	l
111-30-8	l
111-31-9	l
1113-30-0	l
1113-31-1	l
111-34-2	l
111-35-3	s
1113-59-3	s
111-36-4	l
1113-68-4	l
1113-74-2	s
111-40-0	l
111-41-1	l
111-42-2	s
111-43-3	l
111-44-4	l
111-46-6	l
1114-76-7	l
111-47-7	l
111479-05-1	s
111-48-8	l
111-49-9	l
1115-12-4	l
1115-47-5	s
111-55-7	l
111-56-8	s
1115-69-1	s
1115-99-7	l
1116-01-4	l
111-61-5	s
111-62-6	l
111-63-7	s
1116-39-8	l
1116-40-1	l
111-64-8	l
111-65-9	l
111-66-0	l
1116-61-6	l
111-67-1	l
1116-76-3	l
111-68-2	l
111-69-3	l
111-70-6	l
111-71-7	l
111-75-1	l
1117-55-1	l
1117-59-5	l
111-76-2	l
111-77-3	l
111-78-4	l
1117-86-8	s
1117-97-1	l
1118-02-1	l
1118-12-3	s
1118-15-6	s
111-81-9	l
111-82-0	l
111-83-1	l
111841-85-1	s
111-84-2	g
1118-46-3	l
111-85-3	l
1118-58-7	s
111-86-4	l
1118-66-7	s
1118-68-9	s
111-87-5	l
1118-84-9	l
111-88-6	l
111-90-0	l
111-91-1	l
111-92-2	l
1119-33-1	s
1119-40-0	l
111-94-4	l
1119-46-6	l
1119-60-4	l
1119-62-6	s
1119-65-9	l
111-96-6	l
1119-85-3	s
111988-49-9	s
111991-09-4	s
1120-06-5	l
1120-07-6	s
1120-16-7	s
1120-21-4	l
1120-24-7	l
1120-28-1	s
1120-34-9	l
1120-36-1	l
1120-48-5	l
1120-49-6	s
112-05-0	l
1120-56-5	l
112-06-1	l
1120-62-3	l
1120-71-4	s
1120-72-5	l
112-07-2	l
1120-90-7	s
1120-93-0	s
1120-94-1	s
1120-97-4	l
1120-99-6	s
1121-07-9	s
112-10-7	s
1121-20-6	l
1121-24-0	l
1121-25-1	s
112-12-9	l
112-13-0	l
1121-31-9	s
112-14-1	l
112-15-2	l
1121-58-0	s
1121-60-4	l
112-17-4	l
1121-78-4	s
1121-79-5	s
112-18-5	l
1121-89-7	s
1121-92-2	s
112-20-9	l
112-24-3	l
1122-54-9	l
112-25-4	l
1122-58-3	s
1122-60-7	l
1122-61-8	s
1122-62-9	l
112-26-5	l
1122-71-0	s
1122-72-1	s
112-27-6	l
1122-81-2	l
1122-91-4	s
1122-96-9	s
112-29-8	l
1123-00-8	l
112-30-1	g
112-31-2	l
112-32-3	l
1123-25-7	s
1123-40-6	s
112-34-5	l
112-35-6	l
1123-63-3	s
112-36-7	l
112-37-8	s
1123-84-8	l
1123-85-9	l
1123-86-0	l
112-38-9	l
112-39-0	s
112399-50-5	s
112-40-3	l
1124-04-5	s
1124-05-6	s
1124-06-7	s
1124-07-8	s
112410-23-8	s
1124-11-4	s
112-41-4	l
112-42-5	l
1124-33-0	s
112-43-6	l
1124-39-6	s
112-44-7	l
112-47-0	s
112-48-1	l
112-49-2	l
112-50-5	l
1125-27-5	l
112-52-7	l
112-53-8	l
112-54-9	l
112-55-0	l
1125-60-6	s
112-57-2	l
1125-78-6	s
1125-80-0	s
112-58-3	l
112-59-4	l
112-60-7	l
112-61-8	s
112-62-9	l
112-63-0	l
1126-46-1	s
112-66-3	l
1126-78-9	l
1126-79-0	l
112-69-6	l
112704-79-7	s
112-70-9	s
112-71-0	l
112-72-1	s
112-73-2	l
112-75-4	l
1127-68-0	s
1127-76-0	l
112-79-8	l
112-80-1	l
1128-05-8	s
112811-65-1	s
112-82-3	l
112-84-5	s
1128-54-7	s
112-85-6	s
1128-61-6	s
112-86-7	s
112-88-9	l
112-89-0	s
112897-97-9	s
112898-33-6	s
112-90-3	s
112-92-5	s
1129-28-8	s
1129-30-2	s
1129-35-7	s
1129-37-9	s
1129-41-5	s
1129-50-6	s
112-95-8	s
112-99-2	s
113-00-8	s
1131-01-7	s
1131-09-5	s
1131-18-6	s
113136-77-9	s
1131-60-8	s
1131-62-0	s
1131-63-1	s
1131-64-2	s
113170-71-1	s
1132-21-4	s
1132-39-4	l
1132-61-2	s
1132-66-7	l
1133-80-8	s
113-42-8	s
1134-35-6	s
1134-36-7	s
1134-47-0	s
113-45-1	s
1134-62-9	l
113-48-4	l
1135-12-2	s
113-52-0	s
1135-23-5	s
113-53-1	s
1135-40-6	s
113571-15-6	s
113-59-7	s
1136-86-3	s
1136-89-6	s
1137-41-3	s
1137-42-4	s
1137-68-4	s
113798-74-6	s
1138-15-4	s
1138-52-9	s
1138-80-3	s
1139-52-2	s
114-03-4	s
114-07-8	s
1141-45-3	s
114152-19-1	s
1141-88-4	s
1142-15-0	s
1142-19-4	s
1142-20-7	s
1142-39-8	s
114-26-1	s
1142-70-7	s
114-33-0	s
1143-38-0	s
114369-43-6	s
114-42-1	s
1144-74-7	s
1145-01-3	s
1145-80-8	s
1146-65-2	s
1146-98-1	s
1146-99-2	s
114772-53-1	s
1148-11-4	s
114-83-0	s
114-86-3	s
114873-01-7	s
114873-11-9	s
1148-79-4	s
1149-16-2	s
1149-24-2	s
1149-26-4	s
114977-28-5	s
115029-22-6	s
115029-24-8	s
115-07-1	g
115-08-2	s
115-10-6	g
1151-15-1	s
115-11-7	g
115-17-3	l
115-18-4	l
115-19-5	l
1151-97-9	s
115-20-8	l
115-21-9	l
115-22-0	l
115-24-2	s
115-25-3	g
1152-61-0	s
115-26-4	l
115-27-5	s
115-28-6	s
115-29-7	s
1153-05-5	s
115-32-2	s
115-33-3	s
115-37-7	s
115-38-8	s
115-39-9	s
115-40-2	s
115-43-5	s
115-44-6	s
1154-59-2	s
115-46-8	s
1155-00-6	s
115-53-7	s
115-56-0	s
1155-62-0	s
1156-05-4	s
1156-19-0	s
115-63-9	s
115-69-5	s
115-70-8	s
115-71-9	l
115-76-4	s
115-77-5	s
115-84-4	s
115-86-6	s
1159-53-1	s
1159-54-2	s
115-95-7	l
115-96-8	l
1159-86-0	s
116-01-8	s
116-02-9	s
116-06-3	s
116-09-6	l
1161-13-3	s
116-14-3	g
116-15-4	g
116-16-5	l
116255-48-2	s
1162-65-8	s
116-29-0	s
116-31-4	s
1163-19-5	s
116-38-1	s
1164-16-5	s
116-43-8	s
116-44-9	s
1164-91-6	s
116-52-9	s
1165-39-5	s
116-54-1	l
1165-48-6	s
1166-52-5	s
116-66-5	s
116-71-2	s
116-85-8	s
117-08-8	s
117-10-2	s
117-11-3	s
117-12-4	s
117-18-0	s
1172-02-7	s
117-27-1	s
1172-82-3	s
117-34-0	s
117-37-3	s
117-39-5	s
1174-72-7	s
117482-84-5	s
117-52-2	s
1176-74-5	s
117718-60-2	s
117-78-2	s
1177-87-3	s
117-79-3	s
117-80-6	s
117-81-7	l
117-83-9	l
117-84-0	l
117-89-5	s
117-96-4	s
117-99-7	s
118-00-3	s
118-02-5	s
118-08-1	s
118-10-5	s
118-12-7	l
1182-66-7	s
1182-87-2	s
118-29-6	s
118-34-3	s
118-41-2	s
118-42-3	s
1184-58-3	l
1184-65-2	l
118-46-7	s
1184-78-7	s
1185-11-1	l
118-52-5	s
1185-33-7	l
118-55-8	s
118-58-1	s
1186-09-0	l
118-61-6	l
1186-53-4	g
118-69-4	l
118-71-8	s
118-74-1	s
1187-42-4	s
118-75-2	s
1187-58-2	l
1187-93-5	g
118-79-6	s
1188-21-2	s
118-82-1	s
1188-37-0	s
118-90-1	s
118-91-2	s
118-92-3	s
118-93-4	l
118-96-7	s
1189-71-5	l
118-97-8	s
1190-22-3	l
1190-24-5	s
1190-39-2	l
1190-63-2	s
119-07-3	l
1190-83-6	l
1190-92-7	s
1191-04-4	s
1191-08-8	l
119-12-0	s
1191-41-9	l
1191-43-1	l
119-15-3	s
1191-62-4	l
1191-67-9	l
119168-77-3	s
1191-95-3	l
1191-96-4	l
1192-18-3	l
1192-22-9	l
1192-28-5	s
1192-37-6	l
1192-62-7	s
119-26-6	s
119-27-7	s
1193-02-8	s
119-30-2	s
1193-10-8	s
1193-18-6	l
1193-21-1	s
119-32-4	s
119-33-5	s
1193-46-0	l
119-34-6	s
1193-47-1	l
1193-55-1	s
119-36-8	l
1193-70-0	l
1193-72-2	s
1193-82-4	s
119391-55-8	s
119-39-1	s
1193-92-6	s
1194-02-1	s
119-41-5	s
1194-21-4	s
119-42-6	s
119-43-7	l
119446-68-3	s
1194-65-6	s
1194-66-7	s
119-47-1	s
119-48-2	s
1194-98-5	s
1195-09-1	s
1195-14-8	s
1195-16-0	s
119-51-7	s
119-52-8	s
1195-32-0	l
119-53-9	s
1195-59-1	s
119-56-2	s
1195-79-5	l
119-58-4	s
119-59-5	s
119-60-8	s
119-61-9	s
119-64-2	l
119-65-3	s
1196-57-2	s
119-67-5	s
1196-79-8	s
119-68-6	s
1197-09-7	s
1197-18-8	s
1197-19-9	s
1197-34-8	l
1197-37-1	s
1197-55-3	s
119-75-5	s
119-80-2	s
119-81-3	s
1198-14-7	s
1198-37-4	l
119-84-6	s
1198-55-6	s
1198-98-7	s
119-90-4	s
119-91-5	s
119-93-7	s
1199-46-8	s
1199-77-5	s
1200-03-9	s
1200-06-2	s
12002-61-8	s
12002-99-2	s
12003-78-0	s
12004-04-5	s
12004-39-6	s
12005-75-3	s
12006-15-4	s
12006-40-5	s
1200-67-5	l
12006-79-0	s
12006-80-3	s
12006-84-7	s
12006-99-4	s
12007-00-0	s
12007-02-2	s
12007-07-7	s
12007-09-9	s
120-07-0	s
12007-10-2	s
12007-16-8	s
12007-23-7	s
1200-73-3	s
12007-38-4	s
12007-97-5	s
12007-98-6	s
12007-99-7	s
12008-06-9	s
120-08-1	s
12008-21-8	s
12008-29-6	s
12008-32-1	s
1200-89-1	s
12011-97-1	s
12012-16-7	s
12012-32-7	s
12012-35-0	s
1201-26-9	s
120-12-7	s
1201-31-6	s
12013-47-7	s
12013-55-7	s
12013-82-0	s
1201-38-3	l
12014-29-8	s
12014-85-6	s
12014-93-6	s
120-14-9	s
120-15-0	s
120162-55-2	s
12018-36-9	s
120-18-3	s
12019-52-2	s
12020-39-2	s
12020-69-8	s
120-21-8	s
1202-25-1	s
12022-99-0	s
120-22-9	s
120-23-0	s
1202-34-2	s
12024-11-2	s
12024-14-5	s
12024-21-4	s
12024-24-7	s
120-25-2	s
12025-34-2	s
120-29-6	s
12030-14-7	s
12031-30-0	s
12031-49-1	s
120-32-1	s
12032-30-3	s
12032-31-4	s
12032-52-9	s
12032-74-5	s
12032-78-9	s
12032-82-5	s
12032-97-2	s
12033-19-1	s
12033-62-4	s
12033-89-5	s
12034-09-2	s
12034-12-7	s
12034-57-0	s
12034-59-2	s
12034-80-9	s
12034-88-7	s
120-35-4	s
12035-79-9	s
12035-98-2	s
12036-21-4	s
12036-39-4	s
12036-41-8	s
12036-44-1	s
120-36-5	s
12037-65-9	s
120-37-6	s
12037-82-0	s
12038-13-0	s
12038-66-3	s
12039-07-5	s
12039-35-9	s
12039-76-8	s
12039-79-1	s
12039-83-7	s
12039-88-2	s
12039-90-6	s
12039-95-1	s
120-40-1	s
12041-54-2	s
12042-68-1	s
1204-28-0	s
12044-16-5	s
