1	2	76.46	-0.1834	-0.3659
1	3	62.88	-0.2493	1.103
1	4	972.8	0.2687	8.773
1	5	1318.0	-0.01261	9.0
1	6	1857.0	-3.322	-9.0
1	7	414.0	-0.5165	1.803
1	8	721.5	-1.47	0.0
1	9	329.1	-0.1518	-1.824
1	10	230.5	-1.328	-2.476
1	11	420.7	-2.256	0.0
1	12	248.0	-1.8	0.9722
1	13	217.7	-0.1509	1.117
1	14	580.8	-2.31	-16.05
1	15	273.8	0.1763	0.0
1	16	559.0	0.4537	0.0
1	17	664.1	1.317	-4.904
1	18	264.3	0.2579	-0.4138
1	19	101.2	-0.8471	0.0
1	20	103.1	-0.1245	-1.818
1	21	-12.65	0.04512	0.3362
2	1	-46.45	-0.1817	-0.4888
2	3	35.07	-0.08042	-0.3761
2	4	633.5	0.0	0.0
2	5	1155.0	0.0	0.0
2	6	1049.0	-3.305	0.0
2	7	577.5	0.0	0.0
2	8	320.4	0.0	0.0
2	9	-24.65	0.0	0.0
2	10	321.6	4.551	0.0
2	11	243.8	0.0	0.0
2	12	223.9	0.0	0.0
2	13	54.21	0.0	0.0
2	16	294.4	0.0	0.0
2	17	186.0	0.0	0.0
2	18	-135.3	0.0	0.0
2	19	-15.95	1.216	0.0
2	20	-26.14	0.1241	0.0
2	21	148.0	0.9241	0.0
3	1	-1.447	-0.05638	-1.612
3	2	-0.02772	-0.07129	-0.3407
3	4	712.6	-1.459	9.0
3	5	979.8	-1.793	3.844
3	6	1055.0	-2.968	9.854
3	7	87.64	-0.4616	6.691
3	8	215.1	1.936	0.0
3	9	97.3	0.1902	-0.7515
3	10	82.86	0.6106	-0.7392
3	11	72.6	-0.4299	0.0
3	12	29.25	-0.1847	-2.193
3	13	88.03	-1.13	0.0
3	14	307.6	-0.9447	-8.767
3	15	99.33	0.2329	1.53
3	16	198.3	0.9601	1.398
3	17	537.4	0.0	0.0
3	18	49.15	1.656	-2.346
3	19	-195.1	-0.1411	0.0
3	20	-181.6	0.1135	0.0
3	21	-57.83	-0.3507	-1.284
4	1	637.5	-5.832	-0.8703
4	2	794.7	0.0	0.0
4	3	587.3	-0.6787	9.0
4	5	29.5	0.4043	0.0
4	6	155.6	0.3761	-9.0
4	7	161.0	0.7501	9.0
4	8	-325.2	0.0	0.0
4	9	169.1	0.1902	4.625
4	10	227.0	1.364	3.324
4	11	-176.5	-0.1073	-1.016
4	12	-199.9	-0.4746	0.0
4	13	196.8	3.925	0.0
4	14	-58.27	0.0	0.0
4	15	311.8	2.405	9.0
4	16	77.89	-0.4333	0.0
4	17	61.78	0.0	0.0
4	18	194.7	0.5463	0.0
4	19	230.7	-3.591	0.0
4	20	112.8	1.955	8.077
4	21	415.3	1.391	9.6
5	1	16.25	-0.3005	0.6924
5	2	-6.808	0.0	0.0
5	3	10.97	-0.07308	0.4966
5	4	66.34	-0.5845	0.0
5	6	-75.41	-0.757	-4.745
5	7	-29.4	-0.7294	-1.67
5	8	177.2	0.0	0.0
5	9	-49.46	-0.7764	0.4687
5	10	-73.54	-1.237	-2.308
5	11	-182.9	1.257	0.0
5	12	-201.7	3.93	0.0
5	13	79.02	2.56	0.0
5	14	79.9	-2.152	0.0
5	15	491.8	-2.773	0.0
5	16	-6.177	-0.3781	0.0
5	17	-321.2	-1.116	0.0
