1	4	17.268	-0.006983	0.0
4	1	-12.568	0.0237	0.0
1	8	2115.5	-2.2215	0.0
8	1	53.666	1.4484	0.0
1	10	757.96	-0.0334	0.0
10	1	169.86	0.0377	0.0
1	12	830.11	-1.2681	0.0015816
12	1	703.36	-3.0856	0.0033991
1	14	730.43	-0.6955	0.0
14	1	-28.837	-0.2784	0.0
1	15	922.8	-2.9738	0.0040485
15	1	-74.365	0.2892	-0.0013346
1	16	396.37	-1.0038	0.0
16	1	62.663	-0.2447	0.0
1	17	1952.3	-2.5405	0.00025749
17	1	2240.9	-5.0029	0.0045038
1	22	128.83	0.5394	0.0
22	1	22.931	-0.4724	0.0
1	23	109.47	0.3785	0.0
23	1	6.3653	-0.4344	0.0
1	24	36.332	0.1693	0.00019874
24	1	24.251	-0.366	0.00012772
1	26	721.55	-0.131	0.0
26	1	19.439	-0.355	0.0
1	28	169.04	0.0	0.0
28	1	-63.679	0.0	0.0
1	30	530.78	0.2864	0.0
30	1	66.238	-0.6428	0.0
1	31	507.15	0.0	0.0
31	1	-12.888	0.0	0.0
1	32	334.28	0.6705	0.0
32	1	176.03	-0.8791	0.0
1	33	551.42	0.3563	0.0
33	1	12.824	-0.8273	0.0
1	35	671.8	-0.083	0.0
35	1	156.5	-0.8124	0.0
1	39	-20.332	0.8262	-0.00024565
39	1	153.92	-0.5095	-0.00010498
1	43	186.67	-0.1226	0.0
43	1	-20.847	-0.0749	0.0
1	45	129.02	0.2877	0.0
45	1	-11.851	-0.3511	0.0
1	46	207.04	0.0621	0.0
46	1	422.13	-0.7394	0.0
1	53	455.32	-1.0285	0.00034343
53	1	189.97	-1.1647	0.00042809
1	57	169.83	0.0	0.0
57	1	183.62	0.0	0.0
1	68	309.12	-0.2329	0.0017833
68	1	675.2	-4.2384	0.0058962
1	70	277.1	-0.1339	0.0
70	1	-130.4	-0.0735	0.0
1	73	199.21	0.2649	0.0
73	1	-37.183	-0.0639	0.0
1	150	402.49	0.0	0.0
150	1	73.633	0.0	0.0
1	153	193.93	0.0692	0.0011713
153	1	18.582	-0.1597	-0.0013825
1	154	81.304	-0.0702	0.0
154	1	8.4429	-0.0506	0.0
1	157	349.49	-0.3913	0.0
157	1	63.418	-0.1526	0.0
1	158	10.488	0.0	0.0
158	1	43.803	0.0	0.0
1	160	605.38	0.0	0.0
160	1	-86.799	0.0	0.0
1	162	258.52	0.2471	0.0
162	1	95.443	-0.7601	0.0
1	163	232.33	0.1694	0.0
163	1	-7.4397	-0.2571	0.0
1	164	458.44	-0.2894	0.0
164	1	22.751	-0.1869	0.0
1	165	223.92	0.0	0.0
165	1	33.858	0.0	0.0
1	169	107.5	0.0	0.0
169	1	62.155	0.0	0.0
1	172	90.48	0.0	0.0
172	1	-56.041	0.0	0.0
1	185	513.98	-0.2711	0.0
185	1	-0.4217	0.4462	0.0
2	4	295.33	-1.6878	0.0
4	2	-590.18	3.1509	0.0
2	8	1058.4	-0.1814	0.0
8	2	528.72	-0.9161	0.0
2	10	725.18	0.0	0.0
10	2	-109.36	0.0	0.0
2	11	-85.302	0.5312	0.0
11	2	262.55	-0.5966	0.0
2	23	129.23	0.0	0.0
23	2	-96.59	0.0	0.0
2	24	-248.66	0.5189	0.0
24	2	331.58	-0.531	0.0
2	28	1054.1	0.0	0.0
28	2	-221.87	0.0	0.0
2	30	146.68	0.0	0.0
30	2	28.651	0.0	0.0
2	45	-181.27	0.1945	0.0
45	2	152.92	0.0099	0.0
2	68	-21.849	0.0	0.0
68	2	241.97	0.0	0.0
2	152	-10.839	0.0	0.0
152	2	89.576	0.0	0.0
3	4	85.631	-0.8635	0.0
4	3	-37.825	1.1096	0.0
3	7	902.7	0.4987	-0.0024275
7	3	-515.45	5.2073	-0.0053002
3	8	1274.0	-1.5913	0.0
8	3	1302.8	3.2141	0.0
3	10	238.95	0.5456	0.0
10	3	-238.13	0.7806	0.0
3	11	25.693	-0.4457	0.0016479
11	3	538.6	-2.1287	0.0018735
3	12	393.61	-0.6348	0.00057257
12	3	193.39	-0.9141	0.0015422
3	15	3.7079	0.5218	0.0
15	3	186.46	-0.89	0.0
3	17	1043.1	-1.4301	0.0
17	3	1473.4	1.6098	0.0
3	19	-41.082	1.1205	0.0
19	3	67.9165	-0.5057	0.0
3	23	-21.974	0.0	0.0
23	3	19.69	0.0	0.0
3	24	-0.2106	0.1188	-0.00029686
24	3	-10.676	0.0406	1.139e-05
3	28	94.834	-0.0191	0.0
28	3	19.631	-0.1219	0.0
3	30	117.93	0.3751	0.0
30	3	20.32	-0.3541	0.0
3	31	-191.9	0.8927	0.0
31	3	280.52	-0.1554	0.0
