CASRN	Chemical	Vm
13718-50-8	Barium iodide	0.0000759487378640777
13718-70-2	Iron(II) molybdate	0.0000385321428571429
13746-66-2	Potassium ferricyanide	0.000174203174603175
13755-29-8	Sodium tetrafluoroborate	0.0000444514170040486
13755-32-3	Barium tetracyanoplatinate(II) tetrahydrate	0.000244962909441233
13755-38-9	Sodium nitroferricyanide dihydrate	0.000173226162790698
13759-10-9	Silicon disulfide	0.0000452039215686274
13759-92-7	Europium(III) chloride hexahydrate	0.0000749312883435583
13760-41-3	Protactinium(V) chloride	0.000109171390374332
13760-78-6	Holmium fluoride	0.0000289568110647182
13760-80-0	Ytterbium(III) fluoride	0.0000280536585365854
13760-81-1	Lutetium fluoride	0.0000279472289156626
13760-83-3	Erbium fluoride	0.0000287505128205128
13762-12-4	Cobalt(II) bromide hexahydrate	0.000132858536585366
13762-14-6	Cobalt(II) molybdate	0.000046568085106383
13762-26-0	Zirconium(II) chloride	0.0000513069620253164
13762-51-1	Potassium borohydride	0.0000485954954954955
13762-65-7	Hydrazine perchlorate hemihydrate	0.0000729438144329897
13762-75-9	Lithium metaphosphate	0.0000477294444444444
13763-23-0	Uranium(VI) chloride	0.0001252075
13763-67-2	Cesium chlorate	0.0000606039215686274
13765-03-2	Lithium iodate	0.0000403916037316748
13765-74-7	Silver(I) molybdate	0.0000607880258899676
13767-32-3	Zinc molybdate	0.000052406976744186
13767-34-5	Copper(II) molybdate	0.0000657294117647059
13768-38-2	Osmium(VI) fluoride	0.0000742
13768-86-0	Selenium trioxide	0.000036906976744186
13769-20-5	Europium(II) chloride	0.0000454836734693878
13770-96-2	Sodium aluminum hydride	0.0000435516129032258
13773-69-8	Yttrium nitrate tetrahydrate	0.000129470895522388
13773-81-4	Krypton difluoride	0.000037591049382716
13775-06-9	Uranium(III) fluoride	0.0000331487640449438
13775-07-0	Uranium(V) fluoride	0.0000573185886402754
13775-53-6	Sodium hexafluoroaluminate	0.0000706872053872054
13775-80-9	Hydrazine hydrobromide	0.0000491117391304348
13776-58-4	Xenon trioxide	0.0000394046153846154
13776-74-4	Magnesium metasilicate	0.0000314699059561128
13777-22-5	Hafnium(IV) bromide	0.000101655102040816
13777-23-6	Hafnium(IV) iodide	0.000122519642857143
13777-25-8	Zirconium(IV) bromide	0.000103226130653266
13779-92-5	Niobium(V) iodide	0.000136734586466165
13780-03-5	Calcium hydrogen sulfite	0.00019077358490566
13780-06-8	Calcium nitrite	0.000059232735426009
13782-01-9	Cobalt(III) potassium nitrite sesquihydrate	0.00018434
13782-33-7	trans-Dichlorodiamminepalladium(II)	0.000084556
13783-04-5	Titanium(II) bromide	0.00005191875
13783-07-8	Titanium(II) iodide	0.0000600948207171315
13798-24-8	Terbium(III) chloride hexahydrate	0.0000858333333333333
13813-22-4	Lanthanum iodide	0.0000927891071428572
13813-23-5	Praseodymium(III) iodide	0.0000899346551724138
13813-24-6	Neodymium(III) iodide	0.0000897358974358974
13813-40-6	Terbium(III) iodide	0.000103776538461538
13813-41-7	Holmium iodide	0.000101045
13813-42-8	Erbium iodide	0.0000996312727272727
13813-45-1	Lutetium iodide	0.0000992285714285714
13813-46-2	Plutonium(III) iodide	0.0000903179190751445
13813-47-3	Americium(III) iodide	0.0000904347826086956
13814-22-7	Zirconium(III) fluoride	0.0000347931924882629
13817-37-3	Cobalt(II) fluoride tetrahydrate	0.0000761225225225225
13818-75-2	Gadolinium(III) bromide	0.0000870526315789473
13819-84-6	Molybdenum(V) fluoride	0.0000545514285714286
13820-41-2	Ammonium tetrachloroplatinate(II)	0.000127034400544959
13820-62-7	Cobalt(II) aluminate	0.000040479176201373
13824-57-2	Molybdenum(VI) dioxydifluoride	0.0000474114285714286
13825-74-6	Titanium(IV) oxysulfate monohydrate	0.0000656619926199262
13826-63-6	Thallium(I) nitrite	0.0000439278947368421
13826-83-0	Ammonium tetrafluoroborate	0.0000560363442009621
13842-75-6	Niobium(IV) bromide	0.0000873987288135593
13842-76-7	Tantalum(IV) bromide	0.0000867528596187175
13842-83-6	Plutonium(III) fluoride	0.0000322615219721329
13842-88-1	Niobium(IV) fluoride	0.0000421197007481297
13842-93-8	Technetium(VI) fluoride	0.0000706666666666667
13845-17-5	Barium dithionate dihydrate	0.0000734546255506608
13847-57-9	Lead(II) chloride fluoride	0.0000371205673758865
13862-78-7	Ammonium tetrathiotungstate	0.000128479704797048
13863-88-2	Silver azide	0.000030589387755102
13864-01-2	Lanthanum hydride	0.0000264792910447761
13870-13-8	Hafnium(IV) silicate	0.0000386528571428571
13870-21-8	Niobium(IV) iodide	0.000107236428571429
13870-24-1	Iron(II) tungstate	0.0000404367509986684
13871-27-7	Sodium tetrafluoroberyllate	0.0000530307692307692
13874-75-4	Samarium(II) chloride	0.0000599647696476965
13874-77-6	Ytterbium(II) chloride	0.0000462903225806452
13875-06-4	Xenon dioxydifluoride	0.0000490948780487805
13896-65-6	Ruthenium(III) iodide	0.0000802966666666667
13918-22-4	Manganese(II) tungstate	0.0000420527777777778
13939-06-5	Molybdenum carbonyl	0.00013469387755102
13940-63-1	Germanium(II) fluoride	0.0000303956043956044
13940-89-1	Iron(II) fluoride tetrahydrate	0.0000754109090909091
13963-57-0	Aluminum 2,4-pentanedioate	0.00025535905511811
13963-58-1	Potassium hexacyanocobaltate	0.000173995811518325
13966-94-4	Indium(I) iodide	0.0000454364661654135
13967-25-4	Mercury(I) fluoride	0.0000503069873997709
13967-50-5	Potassium cyanoaurite	0.0000835069565217391
13972-68-4	Cadmium molybdate	0.0000504351851851852
13981-95-8	Tantalum hydride	0.0000120500662251656
13986-18-0	Zinc fluoride tetrahydrate	0.0000762904347826087
13986-26-0	Zirconium(IV) iodide	0.000123472577319588
14013-15-1	Manganese(II) molybdate	0.0000530567901234568
14014-88-1	Ruthenium(III) bromide	0.0000642981132075472
14024-18-1	Iron(III) 2,4-pentanedioate	0.0000673986641221374
14038-43-8	Iron(III) ferrocyanide	0.000477349444444444
14040-11-0	Tungsten carbonyl	0.000132792452830189
14055-74-4	Molybdenum(II) iodide	0.0000662405303030303
14059-33-7	Bismuth vanadate	0.0000518272
14075-53-7	Potassium fluoroborate	0.0000502606786427146
14077-39-5	Europium(II) fluoride	0.0000292247692307692
141-53-7	Sodium formate	0.0000354208333333333
14168-73-1	Magnesium sulfate monohydrate	0.0000538455252918288
142-72-3	Magnesium acetate	0.0000949293333333333
14215-29-3	Cadmium azide	0.000060633024691358
14215-30-6	Copper(II) azide	0.0000567638461538462
14249-98-0	Tungsten(V) oxytrichloride	0.0000665652173913044
14280-53-6	Indium(I) bromide	0.0000392584677419355
14285-68-8	Rhenium carbonyl	0.000227357142857143
143-33-9	Sodium cyanide	0.00003063
14307-33-6	Calcium dichromate trihydrate	0.000130848945147679
14312-00-6	Cadmium chromate	0.0000507566666666667
144-55-8	Sodium hydrogen carbonate	0.000038185
14402-75-6	Potassium tetracyanocadmate	0.000159285405405405
14405-43-7	Gallium(III) 2,4-pentanedioate	0.000258483802816901
14446-13-0	Strontium permanganate trihydrate	0.000138014545454545
14447-89-3	Tungsten(VI) dioxydiiodide	0.0000734976525821596
14452-39-2	Aluminum perchlorate nonahydrate	0.0002437355
14457-83-1	Magnesium carbonate trihydrate	0.0000768666666666667
14457-84-2	Aluminum oxyhydroxide	0.000017748224852071
14459-95-1	Potassium ferrocyanide trihydrate	0.000228317837837838
14464-46-1	Silicon dioxide (cristobalite)	0.0000257433590402742
14475-63-9	Zirconium(IV) hydroxide	0.0000490012307692308
14519-18-7	Strontium bromate monohydrate	0.0000957964484495097
14521-18-7	Ruthenium(V) fluoride	0.0000502717948717949
14553-44-7	Thorium orthosilicate	0.0000483764179104478
14590-19-3	Cobalt(II) selenate pentahydrate	0.000116322709163347
14639-94-2	Ammonium hexafluorogallate	0.000113251428571429
14639-97-5	Ammonium tetrachlorozincate	0.000129482703565726
14639-98-6	Ammonium pentachlorozincate	0.00016397182320442
14644-61-2	Zirconium(IV) sulfate	0.0000879965838509317
14674-72-7	Calcium chlorite	0.0000645690036900369
14693-81-3	Tantalum(V) iodide	0.000140598275862069
14693-82-4	Indium(III) phosphate	0.0000428140816326531
14720-21-9	Gold(III) fluoride	0.000037624
14808-60-7	Silicon dioxide (α-quartz)	0.0000226907099697885
14836-60-3	Mercury(I) nitrate dihydrate	0.000116920833333333
14871-79-5	Barium hypophosphite monohydrate	0.0000983862068965517
14890-41-6	Vanadium(II) bromide	0.0000460152838427948
14933-38-1	Americium(III) bromide	0.0000705109489051095
14940-41-1	Iron(II) phosphate octahydrate	0.000194418604651163
15060-62-5	Nickel(II) selenate hexahydrate	0.000133854796888505
15098-87-0	Aluminum fluoride trihydrate	0.0000721123301985371
151-50-8	Potassium cyanide	0.0000420103225806452
15123-90-7	Strontium thiosulfate pentahydrate	0.000133557603686636
15168-20-4	Copper(II) selenite dihydrate	0.000068441087613293
15192-42-4	Rhenium(IV) fluoride	0.0000350068090787717
15195-33-2	Niobium(V) dioxyfluoride	0.00003597575
15195-53-6	Niobium(III) fluoride	0.0000356907142857143
15238-00-3	Cobalt(II) iodide	0.0000558467857142857
15244-35-6	Cadmium sulfate octahydrate	0.000114479220779221
15280-53-2	Gadolinium(III) acetate tetrahydrate	0.000252447204968944
15280-57-6	Erbium acetate tetrahydrate	0.000197370616113744
15280-58-7	Ytterbium(III) acetate tetrahydrate	0.000202023923444976
15293-74-0	Lithium metaborate dihydrate	0.0000476566666666667
15321-51-4	Iron nonacarbonyl	0.000127642456140351
15364-10-0	Xenon fluoride undecafluoroantimonate	0.000163358807588076
15364-94-0	Manganese(II) perchlorate hexahydrate	0.000172348095238095
15385-57-6	Mercury(I) iodide	0.0000850636363636364
15385-58-7	Mercury(I) bromide	0.0000767743259887779
15468-32-3	Silicon dioxide (tridymite)	0.0000265275938189845
15469-38-2	Iron(III) fluoride trihydrate	0.0000725591304347826
15492-38-3	Rhodium(III) iodide	0.00007556546875
15513-84-5	Vanadium(II) iodide	0.0000560204044117647
15513-94-7	Vanadium(III) iodide	0.0000828512476007677
15520-84-0	Cobalt(III) nitrate	0.0000816493333333333
15578-26-4	Tin(II) pyrophosphate	0.000102609877775006
15587-72-1	Rubidium hydrogen sulfate	0.0000629444827586207
15593-61-0	Magnesium selenite hexahydrate	0.000124095693779904
156-62-7	Calcium cyanamide	0.00003497903930131
15608-29-4	Rhodium(III) bromide	0.0000616219424460432
15696-40-9	Osmium carbonyl	0.000260577586206897
15750-45-5	Magnesium nitrate dihydrate	0.000127134482758621
15752-46-2	Plutonium(III) bromide	0.0000717037037037037
15829-53-5	Mercury(I) oxide	0.000042569387755102
15845-52-0	Lead(II) hydrogen phosphate	0.0000535689045936396
15947-41-8	Americium(IV) fluoride	0.0000441217150760719
1600-27-7	Mercury(II) acetate	0.0000971585365853658
16037-50-6	Potassium chlorochromate	0.000069818
16122-03-5	Nickel(II) ammonium chloride hexahydrate	0.000176473939393939
1633-05-2	Strontium carbonate	0.000039003963011889
16399-77-2	Iron(II) chloride dihydrate	0.0000681096234309623
16469-16-2	Praseodymium(III) hydroxide	0.000051872972972973
16544-92-6	Cobalt(II) chloride dihydrate	0.0000669640694388373
16671-27-5	Chromium(III) fluoride trihydrate	0.0000741077272727273
16674-78-5	Magnesium acetate tetrahydrate	0.000147899310344828
16689-88-6	Thorium hydride	0.0000246372631578947
16712-20-2	Lithium chloride monohydrate	0.0000339376404494382
16721-80-5	Sodium hydrogen sulfide	0.0000313201117318436
16731-55-8	Potassium metabisulfite	0.0000966626086956522
16812-54-7	Nickel(II) sulfide	0.0000165014545454545
16853-85-3	Lithium aluminum hydride	0.0000413904034896401
16871-90-2	Potassium hexafluorosilicate	0.000097036563876652
16893-85-9	Sodium hexafluorosilicate	0.0000696503703703704
16903-35-8	Chloroauric(III) acid tetrahydrate	0.000105602051282051
16919-19-0	Ammonium hexafluorosilicate	0.000088589259075087
16919-31-6	Ammonium hexafluorozirconate(IV)	0.000209090987868284
16919-58-7	Ammonium hexachloroplatinate(IV)	0.000144821859706362
16921-30-5	Potassium hexachloroplatinate	0.000138856857142857
16923-58-3	Sodium hexachloroplatinate(IV) hexahydrate	0.0002247492
16923-95-8	Potassium hexafluorozirconate(IV)	0.0000814399425287356
16924-00-8	Potassium fluorotantalate	0.0000748347328244275
16925-25-0	Sodium hexafluoroantimonate	0.0000766637037037037
16925-39-6	Calcium hexafluorosilicate dihydrate	0.0000969711111111111
16940-66-2	Sodium borohydride	0.0000353579439252336
16940-92-4	Ammonium hexachloroiridate(IV)	0.000154415966386555
16941-11-0	Ammonium hexafluorophosphate	0.0000747720183486238
16941-12-1	Hexachloroplatinic acid hexahydrate	0.000213131275720165
16949-15-8	Lithium borohydride	0.0000330060606060606
16962-47-3	Ammonium hexafluorogermanate	0.0000868603744149766
17029-21-9	Rhenium(VII) fluoride	0.000073887962962963
17125-80-3	Barium hexafluorosilicate	0.0000651289044289044
17375-41-6	Iron(II) sulfate monohydrate	0.000056641
1762-95-4	Ammonium thiocyanate	0.0000585546153846154
17702-41-9	Decaborane(14)	0.000130022340425532
17786-31-1	Cobalt dodecacarbonyl	0.000273614354066986
17829-86-6	Samarium(III) acetate trihydrate	0.000196670103092784
18088-11-4	Rubidium oxide	0.00004673375
18282-10-5	Tin(IV) oxide	0.0000220013138686131
18480-07-4	Strontium hydroxide	0.0000335558620689655
18624-44-7	Iron(II) hydroxide	0.0000264294117647059
1863-63-4	Ammonium benzoate	0.000110438095238095
18810-58-7	Barium azide	0.0000753974795640327
18820-29-6	Manganese(II) sulfide (α form)	0.00002175075
18855-94-2	Hafnium(IV) sulfide	0.0000402354892205639
18868-43-4	Molybdenum(IV) oxide	0.000019774343122102
18909-68-7	Rubidium fluoroborate	0.0000610897163120567
18909-69-8	Cesium fluoroborate	0.000068659375
18933-05-6	Manganese(II) hydroxide	0.0000272861963190184
19073-56-4	Rubidium cyanide	0.0000484721739130435
19086-20-5	Magnesium sulfite trihydrate	0.0000747235849056604
19168-23-1	Ammonium hexachloropalladate(IV)	0.000146906534325889
19423-81-5	Gadolinium(III) chloride hexahydrate	0.000153341584158416
19423-87-1	Ytterbium(III) chloride hexahydrate	0.000150774319066148
19584-30-6	Rhodium dodecacarbonyl	0.000296723412698413
19597-69-4	Lithium azide	0.0000267546448087432
19598-90-4	Gadolinium(III) nitrate hexahydrate	0.000193716738197425
19783-14-3	Lead(II) hydroxide	0.000042390158172232
20193-58-2	Molybdenum(III) fluoride	0.0000329612068965517
20213-56-3	Tungsten(V) oxytribromide	0.0000745
20281-00-9	Cesium oxide	0.0000606043010752688
20328-94-3	Xenon pentafluoride hexafluoroarsenate	0.000118289743589744
20344-49-4	Iron(III) hydroxide oxide	0.0000208572769953052
20405-64-5	Copper(I) selenide	0.000030124269005848
20427-56-9	Ruthenium(VIII) oxide	0.0000501732522796353
20427-58-1	Zinc hydroxide	0.0000325980327868852
20427-59-2	Copper(II) hydroxide	0.0000289498516320475
20548-54-3	Calcium sulfide	0.0000278544401544401
20601-83-6	Mercury(II) selenide	0.0000340499390986602
20610-49-5	Radium fluoride	0.0000394029850746269
20644-15-9	Sodium hexafluorophosphate monohydrate	0.0000785010552975939
20661-21-6	Indium(III) hydroxide	0.0000376909090909091
20665-52-5	Gallium(III) oxide hydroxide	0.0000196424474187381
20667-12-3	Silver(I) oxide	0.0000321854166666667
20694-39-7	Manganese(II) nitrate tetrahydrate	0.000117844600938967
20762-60-1	Potassium azide	0.0000397637254901961
20770-09-6	Tin(IV) selenide	0.000055326
20816-12-0	Osmium(VIII) oxide	0.0000498490196078431
20859-73-8	Aluminum phosphide	0.0000241483333333333
20910-28-5	Uranyl sulfate trihydrate	0.000128090548780488
21041-93-0	Cobalt(II) hydroxide	0.0000258188888888889
21041-95-2	Cadmium hydroxide	0.0000305691022964509
21109-95-5	Barium sulfide	0.000039393488372093
21159-32-0	Cesium cyanide	0.0000475817365269461
21264-43-7	Indium(II) bromide	0.0000650772511848341
21351-79-1	Cesium hydroxide	0.0000407369565217391
21548-73-2	Silver(I) sulfide	0.0000342739972337483
21645-51-2	Aluminum hydroxide	0.0000322330578512397
21651-19-4	Tin(II) oxide	0.0000208851162790698
21679-31-2	Chromium(III) 2,4-pentanedioate	0.000260686567164179
21908-53-2	Mercury(II) oxide	0.0000194425493716338
22205-45-4	Copper(I) sulfide	0.0000284208928571429
22205-57-8	Cesium amide	0.0000402508108108108
2223-93-0	Cadmium stearate	0.000561446280991735
22326-55-2	Barium hydroxide monohydrate	0.0000505896339834357
22398-80-7	Indium phosphide	0.0000303101871101871
22527-13-5	Xenon fluoride hexafluororuthenate	0.0000966534391534391
22750-54-5	Cadmium chlorate dihydrate	0.000138308771929825
22750-57-8	Cesium azide	0.0000499785714285714
22756-36-1	Rubidium azide	0.000045694623655914
22831-39-6	Magnesium silicide	0.0000385407035175879
22831-42-1	Aluminum arsenide	0.0000271018617021277
22852-67-1	Mercury(II) nitrate dihydrate	0.0000754456066945607
22986-54-5	Actinium chloride	0.0000692307692307692
23303-71-1	Lithium bromide monohydrate	0.0000303063583815029
23370-59-4	Iridium(III) fluoride	0.0000311515
23414-72-4	Zinc permanganate hexahydrate	0.00016790693877551
23611-30-5	Rubidium peroxide	0.000053403947368421
24094-93-7	Chromium nitride (CrN)	0.0000111869491525424
24304-00-5	Aluminum nitride	0.0000125926267281106
24597-12-4	Gallium(II) chloride	0.0000513244525547445
24613-38-5	Cobalt(II) chromate	0.00004373175
24621-21-4	Niobium nitride	0.0000126225501770956
24646-85-3	Vanadium nitride	0.0000105952691680261
24719-19-5	Cobalt(II) arsenate octahydrate	0.000199586666666667
25094-02-4	Calcium chloride tetrahydrate	0.000100025136612022
25152-52-7	Aluminum antimonide	0.0000349159624413145
25455-73-6	Silver[II] oxide [Ag2O2]	0.0000332977150537634
25583-20-4	Titanium nitride	0.0000118760076775432
25617-97-4	Gallium nitride	0.0000137262295081967
25617-98-5	Indium nitride	0.0000187245639534884
25658-42-8	Zirconium nitride	0.0000148421720733427
25658-43-9	Uranium nitride	0.0000176248951048951
25659-31-8	Lead(II) iodate	0.0000856923076923077
25764-08-3	Cerium nitride	0.0000195339670468948
25764-09-4	Praseodymium nitride	0.0000207660857908847
25764-10-7	Lanthanum nitride	0.0000227209509658247
25764-11-8	Neodymium nitride	0.0000205785435630689
25764-15-2	Gadolinium nitride	0.0000188197802197802
25817-87-2	Hafnium nitride	0.0000139492753623188
25895-60-7	Sodium cyanoborohydride	0.0000561098214285714
25909-39-1	Platinum(III) chloride	0.0000573085551330798
26124-86-7	Barium metaborate monohydrate	0.0000730187878787879
26134-62-3	Lithium nitride	0.0000274251968503937
26342-61-0	Chromium phosphide	0.0000158038095238095
2644-70-4	Hydrazine hydrochloride	0.0000456706666666667
26508-33-8	Iron phosphide (FeP)	0.0000143029654036244
26628-22-8	Sodium azide	0.000035216684723727
26686-77-1	Magnesium orthosilicate	0.0000438299065420561
27016-73-5	Cobalt arsenide (CoAs)	0.0000162840632603406
27016-75-7	Nickel arsenide	0.0000171962676962677
27043-84-1	Zinc borate	0.000105347802197802
27133-66-0	Barium potassium chromate	0.000123281267217631
27709-53-1	Potassium uranyl sulfate dihydrate	0.000171541964285714
27860-83-9	Zinc fluoroborate hexahydrate	0.000163730660377358
28041-86-3	Potassium cobalt(II) selenate hexahydrate	0.000211609561752988
28300-74-5	Antimony potassium tartrate trihydrate	0.000256874230769231
298-14-6	Potassium hydrogen carbonate	0.0000461359447004608
301-04-2	Lead(II) acetate	0.000100092307692308
3012-65-5	Ammonium hydrogen citrate	0.000152827027027027
30737-24-7	Thallium(I) oxalate	0.0000787299524564184
30903-87-8	Lithium oxalate	0.000048043847241867
31052-43-4	Rubidium selenide	0.0000776086956521739
31083-74-6	Rubidium sulfide	0.000069759793814433
3164-29-2	Ammonium tartrate	0.000115019987507808
32287-65-3	Aluminum fluoride monohydrate	0.0000470009216589862
32823-06-6	Aluminum metaphosphate	0.0000949273381294964
333-20-0	Potassium thiocyanate	0.0000516920212765957
3333-67-3	Nickel(II) carbonate	0.000027045340624288
33689-80-4	Actinium fluoride	0.0000360406091370558
33689-81-5	Actinium bromide	0.0000798290598290598
3486-35-9	Zinc carbonate	0.0000282855209742896
3495-36-1	Cesium formate	0.000174948869223206
35718-37-7	Xenon trifluoride undecafluoroantimonate	0.000161002763819095
35788-00-2	Copper(I) sulfite monohydrate	0.0000587913838120104
3687-31-8	Lead(II) arsenate	0.000155068965517241
37773-49-2	Platinum(IV) chloride	0.0000783479069767442
3811-04-9	Potassium chlorate	0.0000523713675213675
39290-85-2	Copper(II) borate	0.000038654055454781
3931-89-3	Phosphorothioc tribromide	0.000106228421052632
39368-69-9	Rhenium(V) chloride	0.0000741779591836735
39409-82-0	Magnesium carbonate hydroxide tetrahydrate	0.00020332
39416-30-3	Barium orthovanadate	0.000124875291828794
39733-35-2	Ammonium magnesium chloride hexahydrate	0.000175886301369863
39796-98-0	Xenon pentafluoride hexafluororuthenate	0.000116451187335092
39797-63-2	Xenon fluoride hexafluoroantimonate	0.000108173214285714
409-21-2	Silicon carbide (hexagonal)	0.0000126889240506329
41591-55-3	Hydroxylamine hydrobromide	0.0000484859574468085
4255-07-6	Zinc oxalate dihydrate	0.00007400703125
471-34-1	Calcium carbonate (calcite)	0.0000369324723247232
497-19-8	Sodium carbonate	0.0000417279527559055
50432-32-1	Xenon fluoride hexafluoroarsenate	0.000140467955801105
506-64-9	Silver(I) cyanide	0.0000338951898734177
506-65-0	Gold(I) cyanide	0.0000309701388888889
506-66-1	Beryllium carbide	0.0000158078947368421
506-68-3	Cyanogen bromide	0.0000525667493796526
506-78-5	Cyanogen iodide	0.0000538457746478873
50813-65-5	Barium carbide	0.0000431411764705882
513-74-6	Ammonium dithiocarbamate	0.0000760013793103448
513-77-9	Barium carbonate	0.0000458068709377902
513-78-0	Cadmium carbonate	0.0000343056108237167
513-79-1	Cobalt(II) carbonate	0.0000283195238095238
5145-48-2	Magnesium carbonate dihydrate	0.0000429803571428571
516-02-9	Barium oxalate	0.0000847802859292701
51621-05-7	Ruthenium(III) fluoride	0.000029490671641791
51898-99-8	Bismuth molybdate	0.000150885714285714
52788-53-1	Gadolinium(III) nitrate pentahydrate	0.000179809128630705
5329-14-6	Sulfamic acid	0.00004516
533-51-7	Silver(I) oxalate	0.0000603886679920477
534-16-7	Silver(I) carbonate	0.0000453751851242389
534-17-8	Cesium carbonate	0.0000768443396226415
5341-61-7	Hydrazine dihydrochloride	0.0000739204225352113
53731-35-4	Manganese(II) pyrophosphate	0.0000765010781671159
540-69-2	Ammonium formate	0.0000496511811023622
541-43-5	Barium formate	0.0000708292834890966
542-83-6	Cadmium cyanide	0.0000737421524663677
542-84-7	Cobalt(II) cyanide	0.0000592772435897436
543-80-6	Barium acetate	0.000103407287449393
543-90-8	Cadmium acetate	0.0000985042735042735
543-94-2	Strontium acetate	0.0000979571428571428
544-17-2	Calcium formate	0.0000644123762376238
544-92-3	Copper(I) cyanide	0.0000308841379310345
54496-71-8	Cobalt(III) fluoride dihydrate	0.000122322831050228
546-67-8	Lead(IV) acetate	0.000198834080717489
546-93-0	Magnesium carbonate	0.0000280112956810631
5470-11-1	Hydroxylamine hydrochloride	0.0000413636904761905
554-13-2	Lithium carbonate	0.0000350194312796209
557-05-1	Zinc stearate	0.000577486757990868
557-21-1	Zinc cyanide	0.0000634141468682505
563-63-3	Silver(I) acetate	0.0000512
563-68-8	Thallium(I) acetate	0.0000715834239130435
563-71-3	Iron(II) carbonate	0.0000293747464503043
563-72-4	Calcium oxalate	0.0000582259090909091
56320-90-2	Cesium chromate(IV)	0.000152739622641509
5743-04-4	Cadmium acetate dihydrate	0.000132601492537313
57804-25-8	Lanthanum sulfate octahydrate	0.000251808510638298
5794-28-5	Calcium oxalate monohydrate	0.0000664145454545455
584-08-7	Potassium carbonate	0.0000603519650655022
58724-12-2	Cesium hydride	0.0000391558479532164
5892-10-4	Bismuth basic carbonate	0.0000743395043731778
590-28-3	Potassium cyanate	0.0000395682926829268
590-29-4	Potassium formate	0.0000440397905759162
5908-64-5	Barium acetate monohydrate	0.000124854337899543
5908-81-6	Barium tartrate	0.0000957711409395973
592-04-1	Mercury(II) cyanide	0.000063155
592-85-8	Mercury(II) thiocyanate	0.000085377358490566
592-87-0	Lead(II) thiocyanate	0.0000846596858638743
592-89-2	Strontium formate	0.0000659710360193093
5968-11-6	Sodium carbonate monohydrate	0.0000551133333333333
5970-45-6	Zinc acetate dihydrate	0.000126528530259366
5970-62-7	Zinc formate dihydrate	0.0000867575894879927
5972-71-4	Ammonium hydrogen malate	0.000131406956521739
5972-72-5	Ammonium hydrogen oxalate monohydrate	0.0000801801282051282
598-62-9	Manganese(II) carbonate	0.0000310667567567568
598-63-0	Lead(II) carbonate	0.0000405955636584625
6009-70-7	Ammonium oxalate monohydrate	0.00009474
6018-89-9	Nickel(II) acetate tetrahydrate	0.000143012643678161
6046-93-1	Copper(II) acetate monohydrate	0.000106196808510638
6047-25-2	Iron(II) oxalate dihydrate	0.0000789008771929824
60582-92-5	Magnesium acetate monohydrate	0.000103489677419355
60676-86-0	Silicon dioxide (vitreous)	0.0000273611111111111
60763-24-8	Thorium(IV) selenide	0.0000458776470588235
6080-56-4	Lead(II) acetate trihydrate	0.000148745098039216
60804-25-3	Rhodium(III) fluoride	0.0000296112962962963
60922-26-1	Tungsten nitride [WN2]	0.000027512987012987
60950-56-3	Magnesium hexafluorosilicate hexahydrate	0.000153336312849162
60969-19-9	Thallium(I) hexafluorophosphate	0.000075945
6100-05-6	Potassium citrate monohydrate	0.000163843434343434
61042-72-6	Magnesium carbonate pentahydrate	0.0000573651315789474
6106-24-7	Sodium tartrate dihydrate	0.000148920388349515
6108-17-4	Lithium acetate dihydrate	0.0000784738461538462
6108-23-2	Lithium formate monohydrate	0.000047927397260274
6131-90-4	Sodium acetate trihydrate	0.0000938475862068965
6132-02-1	Sodium carbonate decahydrate	0.000195987671232877
6147-53-1	Cobalt(II) acetate tetrahydrate	0.000146089149560117
6156-78-1	Manganese(II) acetate tetrahydrate	0.000154142767295597
6159-44-0	Uranyl acetate dihydrate	0.000146763321799308
6160-34-5	Strontium formate dihydrate	0.0000949733333333333
62-54-4	Calcium acetate	0.000105444666666667
62-76-0	Sodium oxalate	0.0000572645299145299
628-52-4	Chromium(II) acetate monohydrate	0.000105083798882682
628-86-4	Mercury(II) fulminate	0.000064393665158371
631-61-8	Ammonium acetate	0.000071838769804287
637-12-7	Aluminum stearate	0.000819990654205608
638-39-1	Tin(II) acetate	0.00010251038961039
6381-59-5	Potassium sodium tartrate tetrahydrate	0.000157664804469274
6424-20-0	Cobalt(II) formate dihydrate	0.0000868535211267606
6484-52-2	Ammonium nitrate	0.0000465366279069767
6487-39-4	Lanthanum carbonate octahydrate	0.000231523076923077
6487-48-5	Potassium oxalate monohydrate	0.0000864934272300469
6533-73-9	Thallium(I) carbonate	0.0000659319268635724
6556-16-7	Manganese(II) oxalate dihydrate	0.0000730559183673469
66778-21-0	Magnesium iodide hexahydrate	0.000164342553191489
68016-36-4	Barium thiocyanate trihydrate	0.000134530621172353
6834-92-0	Sodium metasilicate	0.000046767816091954
6858-44-2	Sodium citrate pentahydrate	0.000187174731182796
6865-35-6	Barium stearate	0.000615079475982533
7047-84-9	Aluminum monostearate	0.000337712745098039
71626-98-7	Calcium iodide hexahydrate	0.000157638431372549
73796-25-5	Strontium iodide hexahydrate	0.000102163636363636
7429-90-5	Aluminum	0.00000999333333333333
7429-91-6	Dysprosium	0.0000190058479532164
7439-88-5	Iridium	0.00000851950181721479
7439-89-6	Iron	0.00000709593392630242
7439-91-0	Lanthanum	0.0000225861788617886
7439-92-1	Lead	0.0000183362831858407
7439-93-2	Lithium	0.0000129962546816479
