CASRN	Chemical Name	MW	Tc	T s, K 	Saturation pressure, Pa	rho(l), kg/m^3	rho(g), kg/m^3	Hvap, J/mol	cp(l), J/(mol*K)	cp(g), J/(mol*K) 	mu(l) Pa*s	mu(g) Pa*s	k(l), W/(m K)	k(g) , W/(m K) 	Pr(l)	Pr(g)	Surface tension, N/m 	Beta thermal expansion coefficient, /K 
100-41-4	Ethylbenzene	106.165	617.15	593	2770000	478	106	15117.896	341.8513	373.7008	0.000091	0.0000166	0.055	0.0395	5.32	1.48	0.0012	0.00629
100-41-4	Ethylbenzene	106.165	617.15	613	3450000	388	189	8004.841	445.893	1857.8875	0.000084	0.0000226	0.05	0.0458	7.02	8.64	0.00023	
108-88-3	Toluene	92.13842	591.75	320	10730	841.66	0.374	36851.6824632	163.36141866	112.50101082	0.0004344	0.0000076	0.123	0.0071	6.26	1.31	0.02544	0.001124
108-88-3	Toluene	92.13842	591.75	350	34820	812.87	1.124	35196.87644	173.03595276	124.20259016	0.0003274	0.0000083	0.115	0.0089	5.35	1.26	0.02206	0.001202
108-88-3	Toluene	92.13842	591.75	383.75	101330	779.14	3.05	33234.328094	184.55325526	137.83907632	0.0002477	0.0000091	0.1068	0.0111	4.65	1.23	0.01838	0.001323
108-88-3	Toluene	92.13842	591.75	410	202140	751.46	5.847	31577.6793024	193.9513741	148.89568672	0.0002032	0.0000097	0.1011	0.013	4.23	1.2	0.0156	0.001455
108-88-3	Toluene	92.13842	591.75	440	396980	717.63	11.17	29478.7660948	205.28439976	162.34789604	0.0001643	0.0000104	0.095	0.0152	3.85	1.2	0.01254	0.001666
108-88-3	Toluene	92.13842	591.75	470	709050	680.44	19.83	27065.660875	217.9073633	177.45859692	0.0001342	0.0000115	0.0894	0.0174	3.55	1.27	0.0096	0.00199
108-88-3	Toluene	92.13842	591.75	500	1176620	638.14	33.64	24190.942171	233.01806418	196.43911144	0.0001105	0.0000117	0.0843	0.0198	3.31	1.26	0.00683	0.00254
108-88-3	Toluene	92.13842	591.75	530	1844360	587.26	56.18	20576.3519544	254.48631604	226.01554426	0.0000915	0.0000124	0.0795	0.0223	3.18	1.37	0.00424	0.00365
108-88-3	Toluene	92.13842	591.75	560	2769100	519.05	96.97	15547.4369908	300.27911078	301.20049498	0.0000761	0.0000131	0.0751	0.0254	3.3	1.68	0.00193	0.00699
108-88-3	Toluene	92.13842	591.75	591.75	4126300	291.99	291.99				0.0000635	0.0000138	0.071	0.0341			0.00011	
108-38-3	m-Xylol	106.165	617	412	101300	752	3.22	36669.391	226.13145	176.2339	0.000232	0.0000091	0.092	0.0169	5.38	0.89	0.0167	0.00138
108-38-3	m-Xylol	106.165	617	430	162000	731	4.98	36000.5515	232.50135	183.66545	0.000207	0.0000095	0.088	0.0194	5.18	0.85	0.0148	0.00146
108-38-3	m-Xylol	106.165	617	455	281000	700	8.69	34673.489	243.11785	195.3436	0.000182	0.00001	0.082	0.0221	5.08	0.83	0.0125	0.00161
108-38-3	m-Xylol	106.165	617	480	472000	673	14.3	31998.131	254.796	207.02175	0.000158	0.0000107	0.077	0.0246	4.92	0.85	0.0102	0.00183
108-38-3	m-Xylol	106.165	617	505	741000	642	22.6	30002.229	269.6591	220.8232	0.000135	0.0000114	0.072	0.0272	4.76	0.87	0.008	0.00211
108-38-3	m-Xylol	106.165	617	530	1121000	604	34.6	27560.434	285.58385	237.8096	0.000112	0.0000122	0.067	0.0299	4.54	0.91	0.0059	0.00252
108-38-3	m-Xylol	106.165	617	555	1601000	570	52.6	24449.7995	304.69355	262.22755	0.00009	0.0000132	0.062	0.0331	4.17	0.99	0.0039	0.00325
108-38-3	m-Xylol	106.165	617	580	2264000	505	81.3	20001.486	335.4814	308.94015	0.000071	0.0000146	0.057	0.0371	3.94	1.15	0.0021	0.00459
108-38-3	m-Xylol	106.165	617	605	3052000	396	140	10669.5825	409.7969	559.48955	0.000055	0.0000183	0.052	0.0422	4.08	2.29	0.0005	0.00948
108-38-3	m-Xylol	106.165	617	617	3543000	283	283				0.000054	0.000054	0.05	0.05				
95-47-6	o-Xylol 	106.165	630.4	417.56	101300	764	3.17	36457.061	229.3164	181.54215	0.000253	0.0000092	0.099	0.0184	5.51	0.86	0.0179	0.00131
95-47-6	o-Xylol 	106.165	630.4	430	142000	751	4.31	36000.5515	233.563	186.8504	0.000231	0.0000095	0.096	0.0193	5.28	0.87	0.0164	0.00137
95-47-6	o-Xylol 	106.165	630.4	455	249000	725	7.54	34673.489	244.1795	197.4669	0.000197	0.0000102	0.091	0.0219	5	0.87	0.0141	0.00151
95-47-6	o-Xylol 	106.165	630.4	480	422000	696	12.5	32433.4075	254.796	209.14505	0.000171	0.0000108	0.085	0.0244	4.83	0.88	0.0114	0.00169
95-47-6	o-Xylol 	106.165	630.4	505	655000	666	19.6	30756.0005	267.5358	220.8232	0.000147	0.0000115	0.08	0.027	4.65	0.89	0.0092	0.00192
95-47-6	o-Xylol 	106.165	630.4	530	995000	632	30	28452.22	281.33725	235.6863	0.000124	0.0000122	0.074	0.0299	4.43	0.91	0.007	0.00224
95-47-6	o-Xylol 	106.165	630.4	555	1420000	594	45.1	25426.5175	298.32365	254.796	0.000102	0.0000131	0.069	0.033	4.14	0.95	0.0049	0.00275
95-47-6	o-Xylol 	106.165	630.4	580	2040000	549	67.8	21785.058	320.6183	286.6455	0.000082	0.0000143	0.063	0.0365	3.92	1.06	0.003	0.00367
95-47-6	o-Xylol 	106.165	630.4	605	2750000	489	107	16444.9585	365.2076	370.51585	0.000065	0.0000163	0.058	0.0406	3.87	1.4	0.0013	0.00599
95-47-6	o-Xylol 	106.165	630.4	630.4	3729000	288	288				0.000055	0.000055	0.052	0.052				
106-42-3	p-Xylol 	106.165	616.3	412	101300	753	3.23	37624.876	224.00815	174.1106	0.000232	0.0000088	0.098	0.0171	5	0.84	0.016	0.00157
106-42-3	p-Xylol 	106.165	616.3	430	161000	734	5.08	36000.5515	231.4397	182.6038	0.000205	0.0000095	0.093	0.0197	4.81	1.83	0.0142	0.00169
106-42-3	p-Xylol 	106.165	616.3	455	287000	706	8.83	34673.489	240.99455	194.28195	0.000176	0.00000101	0.087	0.0221	4.59	0.84	0.0118	0.00172
106-42-3	p-Xylol 	106.165	616.3	480	476000	676	14.5	31998.131	253.73435	205.9601	0.000155	0.0000107	0.081	0.0246	4.57	0.84	0.01	0.00177
106-42-3	p-Xylol 	106.165	616.3	505	752000	643	22.8	30002.229	267.5358	219.76155	0.000132	0.0000114	0.075	0.0272	4.44	0.87	0.0078	0.00224
106-42-3	p-Xylol 	106.165	616.3	530	1120000	607	34.9	27560.434	283.46055	236.74795	0.000109	0.0000122	0.069	0.03	4.22	0.91	0.0057	0.00244
106-42-3	p-Xylol 	106.165	616.3	555	1590000	565	52.9	24449.7995	303.6319	261.1659	0.000089	0.0000131	0.063	0.033	4.04	0.98	0.0038	0.00365
106-42-3	p-Xylol 	106.165	616.3	580	2270000	513	81.8	20001.486	334.41975	310.0018	0.00007	0.0000146	0.057	0.0371	3.87	1.15	0.002	0.00838
106-42-3	p-Xylol 	106.165	616.3	605	3100000	432	142	10669.5825	411.9202	584.96915	0.000054	0.000018	0.052	0.0423	4.03	2.34	0.0005	0.0245
106-42-3	p-Xylol 	106.165	616.3	616.3	3510000	280	280				0.000053	0.000053	0.049	0.049				
