CASRN	Chemical Name	MW	Tc	T s, K 	Saturation pressure, Pa	rho(l), kg/m^3	rho(g), kg/m^3	Hvap, J/mol	cp(l), J/(mol*K)	cp(g), J/(mol*K) 	mu(l) Pa*s	mu(g) Pa*s	k(l), W/(m K)	k(g) , W/(m K) 	Pr(l)	Pr(g)	Surface tension, N/m 	Beta thermal expansion coefficient, /K 
75-37-6	R152a	66.049966	386.43	290	465430	919.43	14.499	19044.84719644	117.172639684	86.657555392	0.00017943	0.00001194	0.10899	0.01386	2.92	1.13	0.01084	0.002679
75-37-6	R152a	66.049966	386.43	310	835960	868.14	26.018	17399.54254338	123.84368625	97.952099578	0.0001441	0.00001237	0.09978	0.01644	2.71	1.12	0.00816	0.003231
75-37-6	R152a	66.049966	386.43	330	1393700	809.51	44.602	15433.89555522	133.949331048	114.134341248	0.00011448	0.0000128	0.09058	0.0198	2.56	1.12	0.00564	0.004181
75-37-6	R152a	66.049966	386.43	350	2192400	738.36	75.333	12951.07733328	152.57542146	144.121025812	0.00008818	0.00001324	0.08137	0.02391	2.5	1.21	0.0033	0.006175
75-37-6	R152a	66.049966	386.43	378	3850900	580.1	176.16	7247.66276918	298.479796354	397.62079532	0.00005644	0.00001672	0.06848	0.03098	3.72	3.25	0.00055	0.02359
74-82-8	Methane	16.04246	190.564	111.67	101300	422.36	1.8165	8229.78198	55.84380326	34.68379852	0.0001065	0.00000449	0.193	0.0121	1.88	0.77	0.0135	0.003473
74-82-8	Methane	16.04246	190.564	120	191400	409.9	3.2619	7934.600716	56.93469054	36.78536078	0.00008605	0.00000484	0.178	0.0129	1.7	0.79	0.0115	0.003776
74-82-8	Methane	16.04246	190.564	130	367300	394.04	5.9804	7572.04112	58.68331868	38.83879566	0.00007165	0.00000528	0.163	0.0164	1.6	0.71	0.00928	0.004254
74-82-8	Methane	16.04246	190.564	140	641200	376.87	10.152	7140.498946	61.16989998	41.88686306	0.00006126	0.00000574	0.148	0.0196	1.56	0.68	0.00722	0.004928
74-82-8	Methane	16.04246	190.564	150	1040000	357.9	16.328	6619.118996	64.92383562	46.65147368	0.00005224	0.00000627	0.133	0.023	1.55	0.69	0.00531	0.005942
74-82-8	Methane	16.04246	190.564	160	1592100	336.31	25.382	5972.607858	71.1483101	54.84917074	0.00004454	0.00000689	0.118	0.0276	1.56	0.72	0.00358	0.007633
74-82-8	Methane	16.04246	190.564	170	2328300	310.5	38.974	5138.399938	83.21224002	71.53332914	0.00003769	0.00000769	0.103	0.0337	1.89	0.83	0.00206	0.01101
74-82-8	Methane	16.04246	190.564	180	3285200	276.23	61.375	3960.883374	116.98161832	121.50559204	0.00003098	0.00000889	0.088	0.0399	2.62	1.33	0.00081	0.02107
74-82-8	Methane	16.04246	190.564	185	3861700	251.36	80.435	3078.548074	178.21568814	217.00635642	0.00002692	0.00000984	0.08	0.0453	3.8	1.38	0.00033	0.04071
74-82-8	Methane	16.04246	190.564	190	4518600	200.78	125.18	1296.230768	1508.1516646	2258.9387926	0.00001934	0.00001296	0.073	0.062	18.8	58.01	0.00001	0.5233
67-56-1	Methanol	32.04186	512.5	175.61	0.2	904.56	0.000004	42119.02497	70.492092	40.3727436			0.243		108.5			
67-56-1	Methanol	32.04186	512.5	230	151.1	850.76	0.0025	40315.068252	72.4146036	60.879534	0.00189		0.224		19.05			0.0011
67-56-1	Methanol	32.04186	512.5	280	6177	803.22	0.0864	38309.247816	77.8617198	101.5726962	0.000713		0.207		8.38		0.0238	0.00117
67-56-1	Methanol	32.04186	512.5	337.63	101330	748.35	1.221	35281.292046	90.6784638	142.2658584	0.000329	0.0000111	0.188	0.0183	4.95	2.69	0.0189	0.00128
67-56-1	Methanol	32.04186	512.5	360	229920	725.36	2.668	33768.916254	97.0868358	155.7234396	0.000248	0.0000118	0.183	0.0214	4.11	2.68	0.0169	0.00148
67-56-1	Methanol	32.04186	512.5	385	507170	697.22	5.744	31726.247679	106.0585566	174.3077184	0.000187	0.0000127	0.178	0.0249	3.47	2.78	0.0145	0.00173
67-56-1	Methanol	32.04186	512.5	410	1006400	665.22	11.401	29169.307251	116.3119518	203.7862296	0.000141	0.0000136	0.173	0.0291	2.96	2.97	0.0118	0.00204
67-56-1	Methanol	32.04186	512.5	435	1834900	627.36	21.486	25937.2448328	130.0899516	247.0427406	0.000107	0.0000146	0.17	0.0342	2.56	3.29	0.00908	0.00228
67-56-1	Methanol	32.04186	512.5	460	3121600	580.14	38.821	22107.9221442	150.9171606	262.743252	0.000082	0.0000159	0.165	0.0416	2.34	3.13	0.00608	0.00394
67-56-1	Methanol	32.04186	512.5	500	6525000	451.53	109.88	12530.2897716	319.4573442	610.0770144	0.000054	0.0000204		0.0664		5.85	0.00126	0.0122
74-84-0	Ethane	30.06904	305.32	90.37	1.142	651.5	0.000046	17884.1629208	69.94058704	35.12063872	0.0012808	0.00000304	0.25562	0.00291	11.65	1.22	0.03167	0.001692
74-84-0	Ethane	30.06904	305.32	150	9640	585.2	0.234	15948.9195064	70.15107032	39.45058048	0.0002696	0.0000048	0.20071	0.00667	3.13	0.944	0.02167	0.001968
74-84-0	Ethane	30.06904	305.32	175	58590	555.6	1.239	15081.4277024	72.25590312	41.70575848	0.0001879	0.00000558	0.17617	0.00864	2.56	0.896	0.01758	0.002196
74-84-0	Ethane	30.06904	305.32	184.57	101330	543.8	2.05	14715.788176	73.33838856	43.08893432	0.0001664	0.00000589	0.16697	0.00949	2.43	0.888	0.01603	0.002313
74-84-0	Ethane	30.06904	305.32	200	217200	524	4.17	14069.0031256	75.53342848	46.21611448	0.0001383	0.00000639	0.15256	0.01101	2.28	0.892	0.01359	0.00255
74-84-0	Ethane	30.06904	305.32	225	589400	488.9	10.72	12820.2358944	80.79551048	53.372546	0.000104	0.00000728	0.13024	0.01397	2.15	0.924	0.00976	0.00314
74-84-0	Ethane	30.06904	305.32	250	1300800	448	23.59	11196.207044	90.02670576	64.9491264	0.0000782	0.00000834	0.10929	0.01793	2.14	1.01	0.00616	0.00428
74-84-0	Ethane	30.06904	305.32	275	2495200	395.8	48.64	8889.3102952	111.31558608	93.5147144	0.0000569	0.00000992	0.08937	0.02432	2.36	1.27	0.00291	0.00737
74-84-0	Ethane	30.06904	305.32	300	4357300	303.5	114.5	4501.335288	301.35191888	399.88816296	0.000035	0.00001402	0.07149	0.04746	4.9	3.93	0.00033	0.0433
74-84-0	Ethane	30.06904	305.32	305.32	4872200	206.2	206.2											
74-85-1	Ethylene	28.05316	282.35	103.99	122	654.6	0.00396	15920.7293632	68.14112564	33.29910092	0.0006857	0.00000077	0.27065	0.0068	6.16	0.135	0.02814	0.00193
74-85-1	Ethylene	28.05316	282.35	125	2530	627.7	0.068	15181.5285972	67.94475352	33.5235262	0.0003787	0.00000383	0.24207	0.00701	3.79	0.652	0.02403	0.002067
74-85-1	Ethylene	28.05316	282.35	150	27380	594.6	0.624	14282.7053508	67.43979664	34.56149312	0.0002334	0.00000531	0.20967	0.00851	2.68	0.769	0.01932	0.002284
74-85-1	Ethylene	28.05316	282.35	169.38	101330	567.7	2.09	13533.1249156	67.83254088	36.3288422	0.0001755	0.00000603	0.18647	0.00968	2.28	0.807	0.01583	0.002529
74-85-1	Ethylene	28.05316	282.35	175	139400	559.5	2.81	13300.003156	68.11307248	37.0301712	0.000163	0.00000623	0.18009	0.01004	2.2	0.819	0.01484	0.002618
74-85-1	Ethylene	28.05316	282.35	200	455500	521.2	8.49	12131.589042	70.94644164	41.85531472	0.0001205	0.00000713	0.15373	0.01186	1.98	0.897	0.01063	0.003177
74-85-1	Ethylene	28.05316	282.35	225	1127600	477.2	20.59	10634.3918928	77.53893424	51.22507016	0.0000902	0.00000826	0.12981	0.01461	1.92	1.03	0.00674	0.004253
74-85-1	Ethylene	28.05316	282.35	250	2329500	422	44.97	8536.576588	94.34277708	74.64945876	0.0000654	0.00000993	0.10684	0.01956	2.06	1.35	0.00327	0.007052
74-85-1	Ethylene	28.05316	282.35	275	4275200	330.8	106.46	4760.621252	212.86737808	260.69801588	0.0000404	0.00001376	0.08158	0.03917	3.76	3.27	0.00051	0.03078
74-85-1	Ethylene	28.05316	282.35	282.35	5041800	214.2	214.2											
74-86-2	Ethine	26.03728	308.7	192.2	128000	617	2.16	15213.582704	80.4551952	38.2748016	0.000169	0.00000735	0.0559	0.0112	9.34	0.96	0.0191	0.0022
74-86-2	Ethine	26.03728	308.7	200	189000	606	3.11	14963.624816	81.2363136	39.3162928	0.000156	0.00000767	0.0543	0.012	8.96	0.97	0.0176	0.0024
74-86-2	Ethine	26.03728	308.7	210	304000	590	4.86	14645.97	82.017432	41.3992752	0.000146	0.0000081	0.0519	0.0131	8.86	0.98	0.0156	0.00266
74-86-2	Ethine	26.03728	308.7	230	689000	556	10.8	13544.593056	85.1419056	46.867104	0.000127	0.00000868	0.048	0.0154	8.65	1.01	0.0118	0.0032
74-86-2	Ethine	26.03728	308.7	240	986000	538	15.6	12771.28584	87.224888	50.2519504	0.000116	0.00000903	0.0483	0.0169	8.39	1.03	0.00992	0.00349
74-86-2	Ethine	26.03728	308.7	250	1370000	519	22.1	11966.733888	90.0889888	55.7197792	0.0000996	0.00000944	0.0449	0.0185	7.68	1.09	0.00812	0.00387
74-86-2	Ethine	26.03728	308.7	270	2450000	473	41	10237.858496	100.7642736	68.7384192	0.0000799	0.0000105	0.043	0.0226	7.19	1.23	0.00464	0.00556
74-86-2	Ethine	26.03728	308.7	280	3190000	445	54	9459.343824	110.65844	76.2892304	0.0000669	0.0000112	0.0422	0.025	6.75	1.31	0.00311	0.00645
74-86-2	Ethine	26.03728	308.7	290	4080000	411	73.2	7941.3704	133.8316192	88.2663792	0.0000569	0.0000121	0.0415	0.0283	7.04	1.45	0.00173	0.01036
74-86-2	Ethine	26.03728	308.7	308.7	6240000	231	231											
64-17-5	Ethanol	46.06844	514	300	8840	783.82	0.164	42369.144268	119.63973868	73.9398462	0.001043	0.0000086	0.1751	0.0151	15.47	0.91	0.02195	0.001083
64-17-5	Ethanol	46.06844	514	320	25460	766.38	0.446	41295.749616	130.74223272	77.07250012	0.0007363	0.0000092	0.1714	0.0168	12.19	0.92	0.02025	0.001174
64-17-5	Ethanol	46.06844	514	340	63540	747.74	1.058	40001.226452	141.15370016	80.75797532	0.000534	0.0000098	0.1676	0.0187	9.76	0.92	0.01845	0.0013
64-17-5	Ethanol	46.06844	514	351.39	101330	736.44	1.647	39153.567156	146.7279814	83.19960264	0.0004487	0.0000102	0.1654	0.0199	8.64	0.93	0.01738	0.001388
64-17-5	Ethanol	46.06844	514	375	239880	711.05	3.75	37131.16264	157.69227012	89.55704736	0.000319	0.000011	0.1609	0.0226	6.79	0.94	0.01509	0.001619
64-17-5	Ethanol	46.06844	514	400	524460	680.64	8.009	34551.33	168.8408326	98.95500912	0.0002264	0.0000118	0.1557	0.0253	5.33	1	0.01253	0.001959
64-17-5	Ethanol	46.06844	514	425	1029280	645.46	15.701	31427.889768	180.72649012	112.59126736	0.000163	0.0000126	0.1496	0.0282	4.27	1.09	0.00985	0.002472
64-17-5	Ethanol	46.06844	514	450	1850550	603.51	29.001	27618.02978	196.29762284	134.33557104	0.0001185	0.0000136	0.1412	0.0316	3.58	1.25	0.00708	0.00336
64-17-5	Ethanol	46.06844	514	475	3096320	550.1	51.995	22803.8778	224.67578188	176.11964612	0.0000867	0.0000148	0.1272	0.0357	3.32	1.58	0.00425	0.00536
64-17-5	Ethanol	46.06844	514	513.9	6148000	276	276				0.0000637	0.0000169	0.1001	0.0425				
75-21-8	Ethylenoxide	44.05256	469	283.5	101300	889	1.94	25065.90664	86.3430176	48.0172904	0.000284	0.000009	0.158	0.0115	3.52	0.85	0.02587	0.0016
75-21-8	Ethylenoxide	44.05256	469	300	186000	866	3.44	24361.06568	88.5456456	51.5414952	0.000245	0.0000096	0.152	0.0136	3.24	0.83	0.02324	0.00171
75-21-8	Ethylenoxide	44.05256	469	320	359000	835	6.33	23259.75168	92.0698504	56.3872768	0.00021	0.0000103	0.144	0.0163	3.04	0.81	0.0201	0.00186
75-21-8	Ethylenoxide	44.05256	469	340	621000	804	10.8	22510.85816	96.4751064	61.673584	0.000182	0.000011	0.135	0.0193	2.93	0.8	0.01703	0.00208
75-21-8	Ethylenoxide	44.05256	469	360	1030000	760	17.5	21233.33392	102.2019392	68.281468	0.00016	0.0000117	0.127	0.0225	2.92	0.81	0.01403	0.00232
75-21-8	Ethylenoxide	44.05256	469	380	1660000	721	27.2	19559.33664	109.2503488	76.2109288	0.000142	0.0000125	0.119	0.0251	2.97	0.86	0.01111	0.00268
75-21-8	Ethylenoxide	44.05256	469	400	2480000	691	41.1	17532.91888	118.0608608	87.6645944	0.000128	0.0000134	0.11	0.0299	3.12	0.89	0.00829	0.00326
75-21-8	Ethylenoxide	44.05256	469	420	3450000	682	61.6	15330.29088	128.6334752	108.8098232	0.000116	0.0000144	0.102	0.0345	3.34	1.01	0.0055	0.00442
75-21-8	Ethylenoxide	44.05256	469	440	4830000	584	93.9	12158.50656	141.4087176	149.778704	0.000105	0.0000159	0.093	0.0404	3.63	1.34	0.00305	0.00608
75-21-8	Ethylenoxide	44.05256	469	469	7194000	315	315				0.000047	0.000047	0.069	0.069				
64-19-7	Acetic acid	60.05196	594.75	391.15	101300	939	1.93	22939.84872	145.3257432	83.4722244	0.000372	0.0000104	0.158	0.0207	5.7	0.7	0.0181	0.0014
64-19-7	Acetic acid	60.05196	594.75	420	230000	900	4.53	22639.58892	153.132498	89.4774204	0.000276	0.0000114	0.15	0.0238	4.69	0.71	0.0153	0.00146
64-19-7	Acetic acid	60.05196	594.75	440	382000	874	7.56	22099.12128	159.7382136	94.8820968	0.000232	0.0000119	0.143	0.0263	4.32	0.71	0.0135	0.00152
64-19-7	Acetic acid	60.05196	594.75	460	427000	846	12	21318.4458	165.7434096	101.4878124	0.000194	0.0000124	0.137	0.029	3.91	0.72	0.0116	0.00168
64-19-7	Acetic acid	60.05196	594.75	480	898000	815	18.4	20057.35464	174.7512036	109.2945672	0.000166	0.000013	0.131	0.0322	3.69	0.73	0.0097	0.00194
64-19-7	Acetic acid	60.05196	594.75	500	1320000	782	27.3	18616.1076	182.5579584	119.5034004	0.000138	0.0000137	0.125	0.0359	3.36	0.76	0.0079	0.00229
64-19-7	Acetic acid	60.05196	594.75	520	1890000	743	39.9	16214.0292	192.7667916	134.5163904	0.000115	0.0000144	0.118	0.0403	3.13	0.8	0.006	0.00286
64-19-7	Acetic acid	60.05196	594.75	540	2630000	697	57.8	13872.00276	205.9782228	159.7382136	0.000095	0.0000153	0.112	0.0459	2.91	0.89	0.00428	0.00382
64-19-7	Acetic acid	60.05196	594.75	560	3590000	642	85	10328.93712	229.3984872	215.5865364	0.000076	0.0000165	0.105	0.0536	2.76	1.11	0.00247	0.00547
64-19-7	Acetic acid	60.05196	594.75	594.75	5790000	350.6	350.6						0.093	0.093				
74-98-6	Propane	44.09562	369.89	85.53	0.00000017	733.1	0.00000001	24821.424498	84.48720792	38.76004998	0.010779	0.00000264	0.20792	0.00171	99.32	1.36	0.03771	0.001425
74-98-6	Propane	44.09562	369.89	200	20190	615.4	0.542	20112.012282	93.79138374	56.75106294	0.000288	0.00000551	0.14784	0.00897	4.14	0.791	0.02027	0.001752
74-98-6	Propane	44.09562	369.89	225	77020	587.8	1.873	19042.693497	97.84818078	62.04253734	0.0002114	0.00000615	0.13273	0.01104	3.53	0.784	0.01668	0.00194
74-98-6	Propane	44.09562	369.89	231.04	101330	580.9	2.416	18766.6549158	99.03876252	63.4976928	0.0001972	0.00000631	0.12918	0.01157	3.43	0.786	0.01583	0.001997
74-98-6	Propane	44.09562	369.89	250	217960	558.3	4.94	17837.5602024	103.31603766	68.70097596	0.00016	0.0000068	0.11837	0.01332	3.17	0.796	0.01321	0.002218
74-98-6	Propane	44.09562	369.89	275	501800	526.1	10.93	16415.0355012	110.54771934	77.43190872	0.0001232	0.0000075	0.10502	0.01595	2.94	0.826	0.00989	0.002652
74-98-6	Propane	44.09562	369.89	300	997700	489.4	21.63	14659.588869	120.8219988	89.99916042	0.0000953	0.00000834	0.09286	0.01924	2.81	0.885	0.00676	0.003409
74-98-6	Propane	44.09562	369.89	325	1783300	445.2	40.43	12364.8528042	137.93109936	112.53202224	0.0000725	0.00000951	0.08181	0.02389	2.77	1.02	0.00389	0.005031
74-98-6	Propane	44.09562	369.89	350	2951400	383.8	77.03	8962.8757212	185.55436896	183.4377792	0.0000516	0.00001163	0.07148	0.03273	3.03	1.48	0.0014	0.01095
74-98-6	Propane	44.09562	369.89	369.89	4251200	220.5	220.5											
115-07-1	Propylene	42.07974	364.9	225.53	101330	610.1	2.358	18471.3226704	92.28086982	56.05021368	0.000151	0.0000066	0.119	0.0095	2.78	0.93	0.0165	0.002039
115-07-1	Propylene	42.07974	364.9	240	187150	591.8	4.178	17769.0118098	94.679415	59.45867262	0.000132	0.0000071	0.111	0.0112	2.68	0.9	0.0147	0.0022
115-07-1	Propylene	42.07974	364.9	255	325970	571.9	7.044	16973.7047238	97.79331576	63.62456688	0.000108	0.0000075	0.104	0.013	2.41	0.88	0.0126	0.002417
115-07-1	Propylene	42.07974	364.9	270	531030	550.8	11.239	16089.6093864	101.58049236	68.67413568	0.000101	0.000008	0.0986	0.0149	2.47	0.88	0.0105	0.002706
115-07-1	Propylene	42.07974	364.9	285	819200	528	17.2	15091.4779536	106.4617422	74.98609668	0.0000992	0.0000087	0.0936	0.0171	2.68	0.91	0.0087	0.003109
115-07-1	Propylene	42.07974	364.9	300	1208600	503.1	25.57	13941.8594568	112.94202216	83.14956624	0.0000903	0.0000093	0.0909	0.0194	2.67	0.94	0.0065	0.003706
115-07-1	Propylene	42.07974	364.9	315	1718600	474.9	37.35	12581.0006652	122.28372444	95.89972746	0.0000809	0.0000101	0.088	0.0222	2.67	1.04	0.0051	0.00468
115-07-1	Propylene	42.07974	364.9	330	2370800	441.7	54.41	10912.1181768	137.97946746	117.90743148	0.0000787	0.0000114	0.0833	0.0254	3.1	1.26	0.0034	0.00652
115-07-1	Propylene	42.07974	364.9	345	3191300	398.9	81.3	8683.5751464	174.33636282	172.61109348	0.0000611	0.0000127	0.0761	0.0296	3.33	1.76	0.002	0.01139
115-07-1	Propylene	42.07974	364.9	364.21	4555000	230.1	230.1				0.000032	0.000032	0.0493	0.0493				
71-23-8	1-Propanol 	60.09502	536.8	373.2	109400	732.5	2.26	41285.27874	192.9050142	99.156783	0.000447	0.00000961	0.1424	0.0209	10.1	0.76	0.0176	0.00133
71-23-8	1-Propanol 	60.09502	536.8	393.2	218500	711	4.43	38761.2879	208.5297194	109.3729364	0.000337	0.0000103	0.1392	0.023	8.4	0.82	0.01615	0.00152
71-23-8	1-Propanol 	60.09502	536.8	413.2	399200	687.5	8.05	35696.44188	231.9667772	115.9833886	0.00025	0.0000109	0.1384	0.0262	6.97	0.8	0.01442	0.00179
71-23-8	1-Propanol 	60.09502	536.8	433.2	683600	660	13.8	32691.69088	262.0142872	123.194791	0.000188	0.0000115	0.1335	0.0289	5.14	0.82	0.0127	0.00219
71-23-8	1-Propanol 	60.09502	536.8	453.2	1089000	628.5	22.5	29206.17972	301.6770004	132.209044	0.000148	0.0000122	0.1279	0.0314	5.81	0.85	0.01077	0.0027
71-23-8	1-Propanol 	60.09502	536.8	473.2	1662000	592	35.3	25660.57354	354.560618	141.8242472	0.000119	0.0000129	0.1207	0.0347	5.82	0.88	0.00885	0.00335
71-23-8	1-Propanol 	60.09502	536.8	493.2	2426000	548.5	55.6	21393.82712	407.4442356	178.4822094	0.0000906	0.0000142	0.1118	0.038	5.5	1.11	0.00635	0.00436
71-23-8	1-Propanol 	60.09502	536.8	513.2	3402000	492	90.4	15865.08528	468.1402058	236.7743788	0.00007	0.0000157	0.1006	0.0439	5.42	1.41	0.00404	0.00617
71-23-8	1-Propanol 	60.09502	536.8	523.2	3998000	452.5	118	12559.85918			0.0000614	0.000017	0.0941	0.0475			0.0026	0.0084
71-23-8	1-Propanol 	60.09502	536.8	533.1	4689000	390.5	161	8293.11276			0.0000539	0.0000193	0.0893	0.0535		0.96		
75-56-9	Propylene oxide 	58.07914	485	307.5	101300	812	2.38	27703.74978	119.6430284	76.6644648	0.000278	0.0000091	0.147	0.0121	3.9	0.9	0.0199	0.00159
75-56-9	Propylene oxide 	58.07914	485	320	159000	796	3.57	27239.11666	121.966194	80.7300046	0.000251	0.0000095	0.143	0.0133	3.69	0.99	0.0182	0.00168
75-56-9	Propylene oxide 	58.07914	485	340	297000	769	6.39	25554.8216	126.6125252	86.5379186	0.000217	0.0000102	0.135	0.0155	3.49	0.98	0.0155	0.0018
75-56-9	Propylene oxide 	58.07914	485	360	496000	740	10.7	24335.15966	133.0012306	94.0882068	0.000191	0.0000108	0.128	0.0178	3.41	0.98	0.0129	0.00204
75-56-9	Propylene oxide 	58.07914	485	380	814000	709	17.2	2265.08646	140.5515188	102.2192864	0.000171	0.0000115	0.12	0.0205	3.44	0.99	0.0104	0.00231
75-56-9	Propylene oxide 	58.07914	485	400	1230000	675	26.6	21373.12352	151.005764	112.6735316	0.000155	0.0000123	0.113	0.0235	3.57	1.02	0.008	0.00272
75-56-9	Propylene oxide 	58.07914	485	420	1790000	636	40.5	19456.5119	163.2023834	127.1933166	0.000143	0.0000131	0.105	0.0269	3.84	1.07	0.0057	0.00334
75-56-9	Propylene oxide 	58.07914	485	440	2480000	591	61.1	16029.84264	178.3029598	152.7481382	0.000133	0.0000141	0.096	0.0313	4.23	1.18	0.0035	0.00376
75-56-9	Propylene oxide 	58.07914	485	460	3450000	531	95.9	11673.90714	196.3074932	222.4431062	0.000125	0.0000155	0.088	0.0474	4.79	1.25	0.0016	0.01269
75-56-9	Propylene oxide 	58.07914	485	482.2	4920000	312	312				0.000048	0.000048	0.071	0.071				
67-63-0	Isopropylalcohol	60.09502	508.3	355.65	101300	732.3	2.06	40732.404556	202.5202174	97.9548826	0.000502	0.00000908	0.1311	0.0198	12.9	0.75	0.0186	0.00141
67-63-0	Isopropylalcohol	60.09502	508.3	373	200000	712.7	4.15	37733.663058	213.337321	102.7624842	0.000376	0.0000098	0.1275	0.0222	10.5	0.75	0.0172	0.00176
67-63-0	Isopropylalcohol	60.09502	508.3	390	380000	683	7.73	36958.4373	222.9525242	108.171036	0.000295	0.0000103	0.1243	0.0246	8.81	0.75	0.0142	0.00212
67-63-0	Isopropylalcohol	60.09502	508.3	408	580000	660	14.3	34716.893054	233.1686776	116.5843388	0.00023	0.0000109	0.1228	0.0271	7.27	0.78	0.01184	0.00239
67-63-0	Isopropylalcohol	60.09502	508.3	425	925000	630.1	21	32361.16827	242.7838808	129.204293	0.000184	0.0000114	0.1201	0.0293	6.19	0.84	0.0094	0.00275
67-63-0	Isopropylalcohol	60.09502	508.3	443	1425000	597.4	32.78	29512.664322	252.399084	142.4251974	0.000147	0.0000119	0.1173	0.0318	5.27	0.89	0.0069	0.00322
67-63-0	Isopropylalcohol	60.09502	508.3	459	2025000	566	46.4	26537.960832	260.8123868	170.0689066	0.000122	0.0000125	0.1158	0.0349	4.57	1.01	0.00497	0.00394
67-63-0	Isopropylalcohol	60.09502	508.3	478	3039000	514.8	72.3	22084.91985	269.8266398	238.5772294	0.0000935	0.0000137	0.1132	0.0389	3.71	1.4	0.0026	0.00546
67-63-0	Isopropylalcohol	60.09502	508.3	498	4052000	460.5	108.4	17097.03319			0.0000725	0.0000152	0.1107	0.0423		1.05	0.02346	
67-63-0	Isopropylalcohol	60.09502	508.3	508	5369000	288	252	4957.83915				0.0000282	0.1077	0.0471			0	
67-64-1	Acetone	58.07914	508.1	329.23	101330	748.95	2.268	29122.6231702	129.45840306	91.01001238	0.000235	0.0000094	0.142	0.0127	3.69	1.16	0.0184	0.001587
67-64-1	Acetone	58.07914	508.1	340	144500	736.03	3.173	28419.2847848	131.49117296	94.9593939	0.000213	0.0000098	0.137	0.0141	3.52	1.14	0.017	0.001659
67-64-1	Acetone	58.07914	508.1	360	261880	711.08	5.597	27036.4204614	135.67287104	102.8000778	0.000188	0.0000104	0.129	0.0161	3.4	1.14	0.0145	0.001824
67-64-1	Acetone	58.07914	508.1	380	442400	684.55	9.313	25528.1051956	140.5515188	111.57002794	0.000165	0.0000111	0.121	0.0185	3.3	1.15	0.0121	0.002043
67-64-1	Acetone	58.07914	508.1	400	705590	655.92	14.83	23855.4259636	146.30135366	121.90811486	0.000141	0.0000118	0.112	0.0212	3.17	1.17	0.0096	0.002346
67-64-1	Acetone	58.07914	508.1	420	1073310	624.5	22.895	21962.0459996	153.50316702	134.85976308	0.000119	0.0000126	0.104	0.0242	3.02	1.21	0.0071	0.002789
67-64-1	Acetone	58.07914	508.1	440	1570250	589.14	34.72	19763.1697592	163.2023834	152.98045476	0.000099	0.0000135	0.096	0.0272	2.9	1.31	0.0046	0.00349
67-64-1	Acetone	58.07914	508.1	460	2224940	547.85	52.555	17108.3722698	178.12872238	183.29776584	0.00008	0.0000144	0.087	0.031	2.82	1.47	0.0031	0.00476
67-64-1	Acetone	58.07914	508.1	480	3072500	496.13	81.608	13677.63747	208.91066658	251.94730932	0.000064	0.0000158	0.077	0.036	2.99	1.9	0.0016	0.00784
67-64-1	Acetone	58.07914	508.1	508.1	4700000	272.97	272.97				0.000049	0.000049	0.058	0.058				
79-20-9	Methyl acetate 	74.07854	506.8	331	101300	875	2.83	29772.165226	142.2307968	88.1534626	0.00026	0.0000089	0.157	0.0142	3.18	0.75	0.0194	0.00164
79-20-9	Methyl acetate 	74.07854	506.8	350	200000	850	5.16	28535.053608	147.4162946	92.598175	0.000225	0.0000095	0.146	0.0157	3.07	0.76	0.017	0.00179
79-20-9	Methyl acetate 	74.07854	506.8	370	359000	820	8.87	27134.969202	154.0833632	100.006029	0.000192	0.0000101	0.133	0.0175	3	0.78	0.0147	0.00198
79-20-9	Methyl acetate 	74.07854	506.8	390	537000	780	14.5	25742.29265	161.4912172	107.413883	0.000168	0.0000107	0.122	0.0195	3	0.8	0.012	0.00219
79-20-9	Methyl acetate 	74.07854	506.8	410	854000	750	22.7	24194.051164	171.8622128	116.3033078	0.000145	0.0000114	0.11	0.0217	3.04	0.82	0.0094	0.00253
79-20-9	Methyl acetate 	74.07854	506.8	430	1344000	715	34.6	22023.549942	182.2332084	127.4150888	0.000121	0.0000121	0.098	0.0241	3.05	0.86	0.0069	0.003
79-20-9	Methyl acetate 	74.07854	506.8	450	1930000	680	52.2	19541.918852	196.308131	144.453153	0.000099	0.0000131	0.086	0.027	3.06	0.95	0.0046	0.00378
79-20-9	Methyl acetate 	74.07854	506.8	470	2688000	620	79.3	16438.028026	217.7909076	176.3069252	0.00008	0.0000141	0.074	0.0304	3.18	1.1	0.0024	0.00512
79-20-9	Methyl acetate 	74.07854	506.8	490	3723000	540	127.8	10852.50611	265.2011732	285.9431644	0.000062	0.0000161	0.061	0.0353	3.64	1.76	0.0011	0.00889
79-20-9	Methyl acetate 	74.07854	506.8	506.8	4687000	325	325				0.000056	0.000056	0.0503	0.0503				
106-97-8	n-Butane 	58.1222	425.13	134.9	0.666	735	0.000034	28824.542646	114.6751006	64.2831532	0.0023043	0.00000332	0.17656	0.00485	25.75	0.757	0.03349	0.001271
106-97-8	n-Butane 	58.1222	425.13	225	10570	649.9	0.331	24685.079562	123.6259194	82.0685464	0.0003498	0.0000056	0.1375	0.01025	5.41	0.771	0.02097	0.001506
106-97-8	n-Butane 	58.1222	425.13	250	39150	625	1.118	23537.747334	128.6244286	88.5201106	0.0002593	0.00000621	0.12577	0.0122	4.56	0.775	0.01772	0.001635
106-97-8	n-Butane 	58.1222	425.13	272.66	101330	601.3	2.71	22418.313762	134.262282	95.3785302	0.0002035	0.00000676	0.11553	0.01414	4.07	0.784	0.01488	0.001795
